5418192.7411865145,5537788.599534461,5632914.290533328,5660428.317641534,5727021.209013531,5800599.873777858,5738708.174699822,5696648.091683669,5803924.578900108,5656836.2553596115,5791580.23876205,5696707.103677822,5795672.16281953,5737687.455958805,5797754.181988203,5760779.761519731,5774639.536674687,5758721.419162675,5740512.466234787,5711689.067994828
5423173.774886092,5560460.240203844,5688239.689356492,5827097.103179072,5769419.679179954,5664875.117111522,5797018.662442491,5794733.370712904,5674779.80394542,5742328.492864782,5750061.81991245,5750774.735374318,5710687.610323319,5791377.010655559,5724295.073541678,5804666.216653685,5713694.4781744545,5729276.226130471,5747488.3087671,5681573.227734956
5502483.161461877,5561301.935635506,5661521.074888092,5652154.379308279,5773418.337906897,5772000.593625798,5875887.274619701,5861475.604608289,5892394.672088685,5931484.249684828,5805584.908624886,5827807.965917309,5827960.748722137,5823226.601896912,5857281.202877482,5833361.757926698,5793000.140862621,5848019.501267767,5837646.418066279,5815634.624690134
5428011.664803585,5673093.573011688,5725945.761279816,5746145.212128365,5809522.631059142,5732965.931294032,5787853.332834693,5813758.967166928,5688464.913719731,5787201.132695209,5833395.320671537,5728413.37054519,5752098.289217203,5781043.6713874545,5734102.963873093,5738882.255159708,5764123.845628591,5698419.485214606,5657194.344736169,5623216.440658438
5406918.789852226,5528994.838148802,5722171.832450027,5669943.062995692,5739105.132490825,5649309.545986189,5763690.717123106,5736791.470204798,5808047.809324937,5754012.963075153,5687769.831974598,5797515.350673253,5732440.888229946,5677155.795350143,5706098.058894376,5617735.6741821,5642033.117491287,5635479.069650488,5609380.20498188,5626838.883780005
5402541.03039464,5558711.134914403,5688743.219026271,5747426.250845065,5864970.627217142,5831230.0304050185,5802445.455484197,5767725.3355604485,5823280.53303439,5841334.808901755,5788440.9137368025,5719364.518069699,5731745.086147487,5751762.07591607,5754636.471534178,5754260.270083274,5778154.741200654,5751844.715335237,5788473.67977353,5791194.764129798
5392022.932827695,5607120.90761222,5722862.705720862,5800578.760748865,5900627.037519806,5981464.639803848,5904716.771108397,5938780.5371965105,5905040.783710771,6002308.852715785,5896501.511412561,5876719.554705923,5852146.840855212,5882050.420028984,5993681.455796434,5888318.743299728,5857679.6600835575,5872931.119595257,5871854.111317581,5862746.005676743
5396210.408051386,5569115.5483987685,5621923.029723738,5801754.314820675,5770027.795933875,5874303.226143264,5826682.284052863,5769108.286863144,5818622.411165118,5837693.841183222,5978941.570409716,5923539.334998226,5843680.234870614,5849973.118450127,5858959.471721259,5871138.657755801,5883037.062697534,5885235.344731138,5951876.483298528,5884796.782215906
5409959.093970465,5587664.016974492,5731457.628337015,5781427.408360087,5914928.141462913,5899836.213525144,5859090.750993044,5926045.505037827,5891355.225902123,5822907.874137753,5905902.196030964,5858389.460527904,5783990.771074555,5793874.874465826,5801036.7650831,5864005.863220139,5887660.351935557,5885623.241336246,5827527.914436404,5836643.831760541
5462731.630784899,5664130.3197836755,5749006.527216023,5916798.67535806,5934984.456346048,5907850.319146036,5853008.554839399,5898322.6892795395,5868327.068547922,5872377.4661884215,5904549.003232301,5810995.369727703,5853291.974416637,5835486.032871605,5817996.005784029,5886635.278808215,5820594.555710717,5822007.0391240595,5810029.066079018,5821280.477781428
