1192800.1308129877,1497690.0491311876,1687942.6169648976,1797315.0322712483,1861595.269463458,1890216.6836847793,1898277.007967989,1891508.1534049008,1875757.5431436694,1852036.920852149,1821640.7182440327,1785448.2346917214,1744602.0533702173,1700009.9496786008,1650489.078703986,1600558.0164922564,1547807.393412895
1206838.6799838976,1517536.8383947713,1706739.7877365886,1815039.9311377225,1878730.8698920636,1906620.095057845,1913721.251154867,1907046.1271560055,1891062.9603939012,1866850.0029633846,1836447.8006350086,1799788.5143533032,1758592.5587873557,1714168.516673022,1663923.5713964445,1613402.4742600732,1561150.1357485214
1219440.3814268438,1536854.133883616,1725246.7953299335,1832429.4086473286,1895638.0840460807,1922420.5339499167,1928630.549434795,1922283.9960484207,1905952.4864776155,1881331.7424217006,1850729.1979387365,1813911.7274428296,1772274.163026669,1727211.930389842,1677582.7124182498,1626926.618796439,1574503.7647852534
1228858.8753727395,1554554.7076016688,1743702.6094677811,1848110.6328084157,1913170.200456113,1937993.2378924182,1943774.5432913958,1937179.43804341,1920441.9157498423,1895869.7077210434,1864238.0817896684,1827449.3091560712,1785686.4779498011,1742048.8028052426,1690974.8884278582,1639979.3417941881,1587354.3277445878
1242277.358261745,1573580.1431540283,1759060.6155573041,1864616.3711164729,1926994.1133517583,1953898.6432745364,1958682.3988052316,1951847.3703936974,1934552.0444608151,1910462.986515199,1877923.167770277,1841634.798519737,1798891.6069100795,1755345.3452495206,1703863.8676783722,1653082.0690531703,1600326.5553689958
1255901.8952271342,1590620.6976330783,1776435.7980231661,1880659.2250266252,1943180.7663303846,1969577.1199776083,1974427.130117365,1966404.829920682,1949245.3606222405,1924896.9403578145,1891427.3641883358,1854821.8906893,1812564.548974191,1767568.5380957276,1717325.3702427028,1666401.7477119295,1613409.6230385741
1253375.4900617655,1605708.0976503957,1791849.238633581,1896390.15366161,1959494.7509929468,1984669.3420741009,1988977.1139020845,1980975.1417380364,1962850.611476351,1939260.367891333,1904651.2016875807,1868726.1693596279,1825384.9042029027,1780848.717913866,1729573.8775524101,1678864.7114641638,1626055.4147002855
1257187.5849787788,1620036.2064009262,1809435.224350565,1912244.5028787735,1975182.6692461201,1998310.7720958497,2003259.2627009863,1995948.9728835875,1975183.840032171,1952344.9998215262,1917777.938848715,1881789.7436063855,1838213.6514059165,1793348.5079680663,1746382.6182724442,1692090.389194009,1637853.4033132587
1269597.597102792,1639054.4407246904,1825660.8788965456,1929117.911034215,1990026.7327011514,2013943.5174785322,2018352.747441672,2010652.2236203656,1990287.489174118,1965273.1278953794,1930514.4441620158,1896034.8556961142,1851098.1976110416,1806729.5719724381,1759291.5832310878,1704479.647944409,1651273.3351242645
1278419.6003739582,1652739.6473856806,1843034.0564985317,1945017.4169648718,2006970.2608031733,2029985.0079435203,2032887.7363227983,2025746.5836332694,2003606.2620807162,1979452.3376666112,1948333.4045247976,1909601.7091981764,1864333.0371930134,1820141.3596212072,1772871.402091817,1718396.8866020218,1664237.4481895883
1252634.1354637323,1665702.514943025,1857366.0355885467,1961321.6452410633,2022001.8498649516,2045584.0792107931,2047324.1901815878,2045848.0849512082,2017641.477531141,1992496.5639775107,1959622.5664313606,1923516.039731847,1876417.3196091552,1830735.329177374,1786285.96887938,1731745.2606599731,1676628.9367306428
1263334.5637842352,1681357.202743846,1873842.2161954464,1973938.711275153,2035114.0406301224,2060001.838517827,2063135.0127085669,2059939.3357019303,2031645.4674985912,2006134.54212478,1972335.4238810334,1936751.7019301022,1888875.4803074514,1843021.5869810127,1799337.5735472583,1744010.153355999,1689053.9607272865
1259506.4809993259,1693944.806379145,1885417.103618856,1990931.6133310788,2046290.5824162755,2074013.296516262,2077673.9016543385,2074197.5204511129,2044200.6792191067,2019974.3090522918,1985699.1090937946,1947174.879125848,1900889.0041550666,1856523.7478603665,1810527.8598012032,1756766.5706556619,1701663.8433439974
1270968.852026451,1707861.5569178294,1896903.2444072026,2003944.2360088232,2060565.982927657,2086732.0485345358,2091290.9033280986,2086764.7206911203,2058517.2808937542,2036246.148458992,1999685.7485015015,1959991.359225705,1913798.566648639,1868504.3477558251,1824110.3138287948,1770007.0643209955,1714374.8003913718
1282438.4794163308,1715776.3794708624,1909058.9047666555,2020717.4944979951,2073395.228197235,2102027.1221096246,2106996.380480078,2100016.512744904,2073503.8966835733,2049160.8383545782,2013512.4947542583,1971267.7154138756,1931455.266839948,1878678.9770185365,1838882.488253487,1782871.2024450605,1725900.1834946033
