2196920.477431635,2282655.672819197,2356601.487862712,2414870.182908625,2441214.854783846,2413969.092447208,2389101.965974762,2343443.387086988,2297346.1774385674
2196763.2753727823,2284495.6009256137,2366620.280588768,2418084.0137375034,2453193.7409176184,2423951.7928526313,2396684.8555331486,2356629.531267825,2306628.358063584
2201384.575795429,2300802.9100020607,2383491.1735944315,2425338.07038258,2461301.6343300017,2432105.378514508,2408717.263131579,2357840.540920563,2311064.735240368
2215361.5588849625,2299438.056636169,2386987.0308894846,2436753.212863431,2476723.972993283,2442165.2385637863,2419058.815688763,2370890.5178188365,2324650.1672029397
2202977.0271760323,2305069.2864117096,2389082.2552288063,2446054.312603692,2488923.0358904083,2456593.1581331086,2423840.6215436365,2382045.2896136134,2326670.158376386
2217241.475074547,2316558.9590894575,2396875.7019856526,2455164.8307714984,2500770.7931656255,2479186.912666355,2438218.119875654,2391873.7793287677,2340913.2731532305
2231639.65738147,2327787.742907568,2403587.4848742974,2461742.4921597173,2512951.1792967473,2483743.355201036,2450501.592497649,2400965.330529106,2347788.092994501
2238972.3350590537,2338965.6133820023,2402808.4373487206,2477948.4754212764,2515246.18032008,2491626.379467249,2461117.186926597,2403694.3108685715,2349364.9115000507
2244395.439037362,2349240.38164163,2413928.2882218766,2483397.2531826845,2528078.606127123,2508047.446890325,2471254.0435894015,2404273.3553036368,2357058.0906577553
2250530.41796885,2356014.0771268033,2423095.3969608485,2489824.316360092,2528153.792039613,2522284.2110220897,2481396.1129166004,2420275.096965279,2375212.564973452
2263833.8055691547,2357601.027046779,2426188.557691954,2501941.5116736055,2540394.3450499885,2523550.420760913,2489938.1753797987,2429622.6921635033,2375198.4626058135
2252145.3485289663,2357931.8239175407,2439104.2221555444,2506437.06334904,2550369.276420819,2533975.372507213,2492118.343388419,2441902.7210533763,2386794.711360608
2238198.651103848,2373349.5983923394,2448392.5264384663,2520842.779714554,2566347.483624704,2538707.9087035214,2502044.2155731046,2454822.009153476,2388502.3054781794
2235113.9774505636,2384076.0841468344,2451842.8048357293,2531397.462965422,2575411.4566077986,2539839.3490640745,2511432.633241857,2460172.9479149757,2402342.8462854633
2245775.845894036,2396511.6170218405,2473764.1474235984,2544800.4830720886,2584830.4054735177,2554213.817795718,2521317.41627147,2477101.272496381,2411315.889826734
2234099.3897420093,2389117.957302322,2485670.3561646123,2550580.6918603014,2596371.2060894147,2568887.2203309815,2530508.3343654876,2486950.837403994,2422550.3086938285
2246202.5593475746,2390812.1632221392,2494644.3449532986,2549142.9802785493,2607747.6450004224,2578025.52609489,2540060.239600774,2492289.880456985,2425687.99150167
2245410.456648473,2406621.3624175084,2499790.7206300884,2552230.8425054424,2616375.923255451,2587555.65078082,2543385.27142803,2497212.8248264715,2435874.055780031
2253301.3025455694,2412689.496809743,2486571.9654827234,2550967.2006238233,2630679.6135372184,2599292.985889562,2550516.5732118483,2503051.040516587,2442253.949242327
2263550.131978509,2416582.5916906907,2497572.198662721,2556425.512827279,2642929.5535408678,2604832.8788868915,2551796.7938763835,2506132.780257031,2451785.0624578185
2269887.9033022677,2424921.9700843263,2515037.2384042125,2563659.3861791636,2643255.633377053,2617244.909269596,2559556.9491052395,2509356.252191146,2462945.6879770365
2276961.772594508,2423071.4878601935,2509355.9553571353,2565539.823888564,2651153.2468329747,2631032.496584048,2565602.3457994424,2508327.1561488747,2464175.1243344084
2279994.762696209,2435343.827713816,2524019.5436025127,2574784.2452860763,2663530.6838574824,2637446.2300104885,2581638.2159378007,2520460.7482712828,2461956.282035531
2292931.390511289,2435071.477183741,2538968.0690400563,2582312.466987474,2657777.2164943796,2640183.619163937,2580994.2770608906,2521350.2409901023,2472415.8985238983
2299288.300635519,2444956.3169035916,2545818.2796833855,2598372.738572434,2667529.1517317747,2647024.2259272193,2584509.750468238,2530947.8096819464,2479355.832167102
2298649.884114643,2451581.8646330265,2543410.739219061,2616215.261124065,2677943.3216311266,2658177.9398667677,2599043.8977870108,2519076.1302083726,2483801.261603239
2301194.435523851,2472042.8576813876,2546322.596552218,2619714.6447490626,2689019.666279869,2669759.002247557,2601801.9618541277,2513615.6017575176,2485289.106749853
2309063.354854008,2485530.9921180084,2555524.335319651,2629200.447954195,2703176.906483811,2677618.22074044,2612471.381371505,2528909.012063818,2495050.8852018598
2325394.480134908,2491676.235313613,2560725.2666029176,2640079.27641103,2716439.6066003526,2675129.866648827,2618180.0125361905,2534858.7934288527,2504880.746653741
2316380.331050316,2505709.8385554547,2568446.082507502,2659702.6627308275,2717492.457893305,2679529.8965986627,2631355.781099806,2543328.3403505124,2512551.259325146
