2298649.884114643,2451581.8646330265,2543410.739219061,2616215.261124065,2677943.3216311266,2658177.9398667677,2599043.8977870108,2519076.1302083726,2483801.261603239
2301194.435523851,2472042.8576813876,2546322.596552218,2619714.6447490626,2689019.666279869,2669759.002247557,2601801.9618541277,2513615.6017575176,2485289.106749853
2309063.354854008,2485530.9921180084,2555524.335319651,2629200.447954195,2703176.906483811,2677618.22074044,2612471.381371505,2528909.012063818,2495050.8852018598
2325394.480134908,2491676.235313613,2560725.2666029176,2640079.27641103,2716439.6066003526,2675129.866648827,2618180.0125361905,2534858.7934288527,2504880.746653741
2316380.331050316,2505709.8385554547,2568446.082507502,2659702.6627308275,2717492.457893305,2679529.8965986627,2631355.781099806,2543328.3403505124,2512551.259325146
2335898.186089508,2512856.1945851515,2587694.7818094604,2666799.6336445394,2720578.0461996123,2680823.825547954,2637065.339103476,2556172.2215835336,2518804.007906068
2326765.1098752073,2514753.78180142,2604345.0584478937,2684320.436880532,2722327.3167147073,2689040.0703697107,2648816.5817721933,2555755.766258735,2523584.053879829
2315616.795697631,2512194.890961358,2616786.5042351345,2693170.297312965,2728473.125077781,2691107.9676916073,2653677.3213509894,2560405.37699989,2527737.405445843
2330267.0600826503,2517720.169408804,2630299.415287597,2707446.3182761595,2738473.0338584944,2688525.7305373903,2651546.6955317073,2571764.9856128236,2528527.075775661
2331401.8666301197,2503543.687280735,2649932.8589548105,2712741.898137689,2744626.9569519074,2675199.2564390674,2670044.1319702477,2576689.3664668016,2532732.274453538
2345805.1764368527,2499433.0498804506,2656384.796517741,2698199.444869971,2751608.934687791,2693486.6094728704,2674394.363857051,2594948.249547801,2544109.6553028557
2362612.8109135986,2509724.7654777095,2665058.0155052613,2705411.194371924,2761427.4046750967,2690463.947879702,2684392.9487383664,2608810.330046839,2547749.862536642
2372436.9264040776,2524348.3084800844,2672004.7566132513,2708819.8363973065,2773438.2832160774,2698176.015439712,2691655.9226435754,2614876.292585218,2558107.3424766907
2352010.5255963565,2531396.8174184435,2677309.6819471247,2721764.2596175107,2777857.5634814966,2707480.370115701,2695981.542442275,2628200.7505795923,2566797.637207334
2347874.445025064,2539777.726011029,2686513.4634273686,2721315.097782086,2789016.111222032,2713358.5244365577,2698050.5840950045,2628930.581753073,2567570.9868128276
2358949.083124941,2539850.3201255943,2679609.970576706,2712869.5950117284,2789731.90358548,2719215.6127292435,2707254.5692161,2630260.9896179237,2580781.8650653847
2365061.0504761357,2535453.3569820207,2675654.0219333204,2730064.7091007424,2800702.489057951,2723622.7867291234,2719584.5471315426,2641046.0786624257,2590299.15264851
2351093.5434645372,2519098.0247467714,2686172.104153558,2748438.2319284095,2785598.177871808,2717953.71693288,2717645.6044480293,2656857.9692303045,2600842.2658586972
2355620.05337053,2537578.6550524533,2690930.326805888,2758575.239470953,2796904.03377783,2728378.1522532227,2730750.9835336697,2655180.7866365137,2590243.9303337857
2351695.310815026,2550198.3557302733,2688830.6028809086,2770030.0086332816,2808138.0313059017,2724742.5453204457,2715751.59630735,2653640.5819688407,2593711.198872971
2371076.4339669417,2559908.8840360097,2685472.7310308353,2773738.948900651,2816174.152067252,2733686.19851667,2712314.6562836035,2662540.336752254,2598509.663003622
2374019.67099367,2568822.2163803345,2693798.253982125,2769095.58876419,2818478.9168111454,2723505.133901076,2726817.384197674,2669583.6906134784,2604778.1816772097
2380181.6781533374,2588365.552382597,2699322.238769037,2780711.974377146,2813966.3276040507,2736078.0053170077,2742753.4152238443,2679119.4333570357,2602590.666498086
2362900.6486010836,2602727.480000463,2708373.583113667,2785260.2542311423,2821251.496365024,2746741.3654764444,2737330.573326135,2679688.8608198757,2620576.466746717
