5898322.6892795395,5885216.908127667,5872934.074533863,5878728.687906097,5865216.249861458,5879630.989497492,5820470.779100319,5833565.282618032,5809770.197960593,5799774.23824584,5818932.392622729,5832290.287975645,5834731.330836781,5845218.838861866,5859741.013086866,5855695.70594366,5854686.956455737,5862296.851663155,5877976.435490429,5846438.824065954,5868327.068547922,5820573.970384735,5870550.417502628,5870601.70776278,5861485.509368039,5841660.369318816,5859232.094990939,5871481.560054893,5872108.237315541,5859759.699400588,5834209.167339206,5834805.272234027,5844682.715963814,5864782.204067687,5873166.4611027455,5867325.70558361,5870152.313001586,5892860.584600145,5897481.110709326,5940736.532691775
5863891.91186268,5846847.553845847,5871412.199451973,5861860.257265942,5873438.523254543,5879371.082215291,5866074.95602262,5885805.948562713,5867449.897487759,5864363.711080483,5846814.48491338,5836431.817085688,5860395.780542346,5867354.644163644,5875175.016662869,5907293.557547579,5932595.271682458,5939930.1927598445,5948892.163167504,5925285.542803368,5927500.182220135,5905407.113556693,5920193.859916224,5921732.243323668,5917580.466664543,5918370.827242101,5921933.381409322,5913555.624532799,5916436.673110554,5926959.47037142,5913926.457680024,5918933.418244103,5915912.228369696,5942231.515656977,5940189.211273843,5960632.389330988,5960550.298091683,5939022.075783473,5952093.5705488855,5959938.944336267
5863188.413216819,5875876.317244823,5877552.457378825,5884950.985276344,5906366.051578446,5915320.950116926,5916459.691626782,5904067.777796244,5897914.335074835,5878391.493983326,5874156.4098657295,5878048.368909384,5904900.810460274,5885174.404649864,5891600.227097765,5902737.989767378,5920715.107659989,5924265.871161966,5939893.649203695,5924460.212921327,5946198.182294716,5887092.030460799,5887171.797300168,5910659.018803903,5920351.0259007085,5913929.007878957,5910433.71031262,5916788.291041168,5919069.905767648,5918296.496173225,5923674.0287615,5941672.148652741,5936508.521910167,5936269.682530554,5919359.52859085,5929562.711473425,5921729.4401485035,5915004.513814697,5920435.198974255,5897605.292913652
5895116.334064064,5893977.297901342,5891630.09228952,5883266.2213453455,5906884.303624632,5915083.340769529,5930021.809106229,5919890.690803007,5918191.016081261,5864676.363782102,5832140.574476683,5861667.897348024,5874154.881588017,5917960.515868346,5902277.87292252,5880479.067630414,5924040.6939202845,5919357.699120708,5914651.222912662,5957709.950547963,5969742.828893231,5931969.578675467,5936930.735144468,5934446.575853265,5947598.316921809,5925580.004199966,5918375.347066336,5919851.640059465,5905182.913615976,5911175.061241531,5914583.545025028,5918062.267532086,5917604.826897328,5943253.816654271,5916730.589931993,5928292.692118937,5920923.553402039,5918859.042579105,5930630.442504044,5905208.555058402
5938345.555508679,5929444.520467782,5948235.595548676,5984213.431070447,5980237.339304884,5936859.27220843,5943728.003863786,5938562.983705904,5929682.50587525,5890352.240716845,5887891.6657408625,5905461.500270554,5926051.823978244,5906352.839791811,5909294.089225845,5927537.332529984,5949832.039452486,5947988.789262904,5944692.063180337,5964226.221080814,5955527.468132825,5915238.339210053,5870694.076988922,5880622.758618387,5916945.651866006,5922165.589230005,5908867.5488996515,5895912.087697542,5883894.236316338,5884512.481919955,5884642.38943588,5875304.976496416,5875871.0324263405,5854989.161181294,5867832.711518258,5892903.092151376,5909795.580212826,5924243.577703729,5931097.801660907,5932885.210554252
5949778.461273096,5940252.275908242,5950391.286194755,5949358.131952907,5971166.619036365,5993846.665195394,6005214.669984971,5965877.129698023,5961058.77497647,5955709.671047276,5912003.455309441,5903165.047211739,5903157.39984226,5909538.36741461,5938802.470971662,5963987.824285185,5972090.93987468,5982296.628862507,5992738.749998839,5978911.532373793,5959129.984402398,5968652.356687655,5948768.487047943,5934019.384370184,5917283.708154057,5947619.09548863,5943013.04493742,5936390.789523048,5933434.617502393,5946755.600068456,5952232.471974858,5929216.84462877,5934743.340699375,5929536.723940989,5921594.802184513,5895341.508451609,5895474.885523506,5902959.599292776,5890711.3031285005,5906614.19746001
5933009.849325351,5956490.452439282,5985337.013033803,6007903.353878825,6011194.280784118,5992507.385186429,6002057.043516113,5985642.854865008,5975783.704718089,5938585.032613686,5940560.081499734,5937473.5453941235,5961591.020469523,5963221.292145575,5954120.979697274,5960515.978294426,5940288.7678173175,5949723.117831295,5954119.6754846545,5952344.854862763,5947918.3936756905,5958977.283532465,5964364.93899638,5956586.070250242,5955957.847632801,5962436.525057462,5967567.594256972,5946352.02849339,5938792.162529833,5953660.713128745,5949027.345770692,5952021.84168908,5954175.017532502,5950147.115563682,5946831.7038686145,5933253.294424361,5919997.204413929,5915317.307415133,5901729.023234637,5897908.870483791
6026390.477356997,6034959.612995728,6052063.502042822,6069238.046241484,6039371.828036608,6049926.291956229,6032761.665417081,5999677.82675789,5999934.524615296,5974074.229169952,5975420.897066735,5976828.146645334,5961027.209949817,5977279.182677625,5964709.474928843,5996797.134392334,5991751.198932857,6002647.740810661,6012228.813495597,6009560.731654895,5960922.701298073,5971641.545916863,5982253.275828703,5983790.082150276,5963133.123694064,5980025.292170493,5979882.9773162315,5996257.903772184,5979312.914976718,5972251.969945406,5969318.210628312,5998043.923312339,6000975.4360366445,5926607.872030159,5960962.947849331,5955787.11578212,5932498.4084822405,5931926.821629275,5922571.275887855,5907791.582853479
5984038.713156636,5992433.555665036,6014286.786500941,6003148.906497471,6004662.175606403,6013275.016248339,6018616.477009778,5988732.206537587,5996119.195060675,5973560.143088343,5950316.653783898,5970796.436900666,5966281.377891122,5940861.5555024445,5954932.017129629,5950043.816255226,5964592.072293527,5964388.158443154,5975025.882279577,5958977.609132639,5965772.446220754,5955371.321975103,5965010.629016345,5971533.032061795,5945348.538635473,5966020.298709862,5953220.312800352,5945860.483201134,5928293.533799741,5929420.523117131,5924459.4664901,5955881.589594765,5953742.555601727,5967334.457826558,5954015.665808039,5960316.954758435,5934196.697344599,5933569.841722788,5912417.443428674,5929446.337323058
5977667.869499842,5987308.521400747,6005539.245704396,5994151.902856702,5996874.9460002985,6018903.735350313,5976655.527545435,5949624.385412765,5952352.72942953,5926552.649663581,5945815.3443404045,5900147.047909966,5906967.365886469,5933946.055121974,5963600.360853934,5942427.028920541,5942848.137666628,5985398.642530596,5985898.966257988,5962891.3086741725,5952436.354909875,5936853.376247392,5945973.703873643,5933018.135637602,5942217.688147195,5945317.2033809805,5951551.856274473,5947332.607749912,5930530.650584579,5950490.0729335155,5944982.600546672,5966931.19744355,5931775.95024666,5945738.328469657,5925018.397039652,5904251.865810032,5911122.68492857,5941371.581214854,5920146.857937636,5924960.585559848
5960533.489952393,5978691.608177846,5988945.223952115,5977462.095374043,5976613.244817348,5975807.863447424,5951127.480002442,5961437.163222482,5939368.936120999,5938943.845310199,5896097.137759848,5903805.457725133,5910853.403339273,5901912.717261265,5916040.689096811,5919249.44023043,5918883.109079731,5917948.154784367,5933959.16319359,5927535.442337711,5934224.363244623,5935063.043631932,5921118.686094282,5916948.460952908,5925786.206787725,5915412.863306317,5890704.722846469,5883345.778345914,5882777.640584545,5903651.251747534,5900826.6875796085,5917200.805792043,5896677.654889972,5880281.921953971,5891967.672758083,5840518.022425783,5830716.86261567,5834247.707694963,5852478.218501211,5858373.202196489
6016683.5329714855,6024689.731392147,5985956.377443068,5994162.227326071,6002541.935707403,6024533.845576967,5993039.017266838,6000014.181572638,5915315.704613233,5927792.227455588,5942339.29664068,5957577.381723637,5946231.895834562,5954097.618028454,5973149.1232424425,5957991.382112863,5963500.261163617,5964868.17155306,5953333.43988614,5934829.576654936,5942171.070832498,5951680.742495756,5945160.206679136,5942610.66243396,5920750.6652706545,5911577.626082058,5867081.925712078,5859877.830915267,5855038.4927428905,5872902.195391057,5875540.515932043,5873412.343094869,5866666.8458363805,5861709.714579544,5879616.640053281,5873618.234200193,5859746.204626181,5861258.557734153,5866632.333386058,5851553.107113784
6018900.482598955,5997733.009491319,6002300.21118177,6021046.797293624,6013150.308875999,6026028.429480128,5948709.924711181,5942562.963528663,5920327.358977378,5930255.507102696,5951505.674913053,5960498.662225436,5992296.22342589,6008588.669876698,5993046.266783419,5997131.550977567,6001663.158261969,6003811.85395485,5988627.339879758,6002843.377790673,5995327.388001325,5983668.017275458,5972955.52691983,5913415.135847351,5922857.899610719,5916801.785821896,5913567.233044629,5864581.444649381,5861258.619291342,5841335.87012315,5869572.64522828,5868473.865774682,5873703.123470502,5847093.229267692,5823792.004298401,5845119.275671726,5834496.800551304,5841763.199594507,5838453.9076552,5855435.292148926
5989951.837767884,6006292.124597187,6023227.862398344,6011056.041500798,6003714.4850903945,5961239.891079476,5952601.492679944,5969296.040726862,5966130.0795429,5981094.8760466445,5956430.449273008,5989686.704574729,5994090.586650707,6026520.014804917,6035609.518272469,6031281.617106349,6045624.570710821,6042457.232979319,5956217.047901986,5972989.303845466,5930887.519597599,5920053.292297629,5929622.869318853,5926758.095959519,5943198.117999156,5960680.597738797,5964882.57700989,5895529.596105131,5905821.276620061,5917955.385645374,5920391.302514301,5925554.046305015,5906586.120538618,5901760.043223431,5871041.135922583,5871441.014577926,5871045.286343059,5859076.158668214,5868368.654910624,5848026.6345358575
5988056.56169443,6003764.517717815,6005704.195402159,6007243.649562466,5994131.942585352,6000197.031836975,6005885.021353925,5998569.04763372,6019207.811187294,6015864.175123937,6041347.5020188475,6027236.044091249,6034410.842128712,6056989.445437056,6016906.650294492,5976432.184931671,5978550.868093918,6014665.476256909,6004539.27748479,5981590.673380366,5984806.679868067,5992742.22624228,5986085.527325385,5999050.353438984,5980163.532376152,5963424.04994777,5923160.583654146,5924029.5612425525,5925316.548331118,5940135.086732877,5960097.469048408,5930673.250792977,5949552.824256158,5937600.724617858,5935553.484965011,5918421.259692142,5933231.472815096,5956515.044956811,5906637.376688004,5895218.226555238
6024195.419898482,6033253.366909323,6045960.941842875,6021956.611552872,6006790.984782292,5998731.514077882,6016625.7523216,6001929.939955081,6021519.127644561,6019975.676966458,6043144.237845522,6011719.1201868355,6017154.328153736,6050608.227498868,6076796.303348245,6083571.522187535,6071704.999883565,6053687.69466644,6038009.858762809,5987123.114592024,5994384.656161715,5996045.175457186,6022287.267680546,6024358.318321532,6011433.899912617,6009191.592355847,5962114.919186514,5966343.700404905,5972122.743413134,6002970.002181319,6001836.990327706,6001924.157498218,6031441.176806914,6009122.719587131,6008216.976913643,5966079.411570356,5964407.3065241035,5963989.834846686,5951930.088262272,5949072.418587097
6023504.197715709,6032981.921031265,6032567.95959893,6011918.271394285,5993310.735143403,5983293.813024571,5988520.519981036,5943134.555139525,5991568.652152543,6020097.366514856,6023417.074268831,6026103.671387305,6020963.977982197,6029520.761252063,6035451.869104448,6021253.456276302,6029819.506451616,6005160.819912592,6015455.274861783,6014334.353596425,6013785.468673154,6038194.836828429,6000056.375930823,5993840.707336055,6001506.341702994,5995210.847955911,5961784.436912985,5985326.046901948,5992476.1606622115,6015129.109431654,6013389.394491443,6004452.453546889,6003416.600598151,6026107.03999964,5988804.683749228,5985205.717861777,5972596.216820499,5941695.876869957,5949775.965055952,5950301.769062237
6027334.941186911,6102305.027308508,6070067.595520423,6072447.299387025,6026034.732372021,6044812.132967189,6032837.660011481,6021396.370038894,6016472.403009943,6059448.075282519,6068699.066676354,6077314.694849683,6066457.683394171,6075823.3725004075,6070089.496462569,6076654.181637837,6103150.843784257,6059756.246991114,6072604.008665102,6082398.192949446,6085036.815434831,6058517.814957214,6057704.561687162,6063132.884160194,6055437.696636783,6058300.581560669,5999195.872983393,6011866.983285087,6002089.532948023,6011369.497083171,5966994.894912874,5923932.623474133,5899534.36480313,5909915.236459319,5924242.963225393,5922385.91187782,5929245.709829928,5916081.038740576,5924690.489244817,5969308.242564543
6022019.481910852,6041721.577991999,6046443.6692223335,6036655.04887916,6067478.406453375,6051116.354730895,6037096.899744446,6049994.562234456,6055124.114405831,6083329.919839726,6109765.045925658,6101930.367390626,6059532.445134839,6055050.605063828,6055085.860651003,6086812.125234884,6102031.313214934,6066485.207101947,6045385.869289098,6057288.953976327,6056180.919095154,6053445.365022478,6042894.705184494,6048005.870716658,6057698.478724386,6035387.174564029,6009814.610755592,5991384.871675178,5960672.930042763,5967031.982145372,5922903.874878956,5921607.210070794,5936858.746896741,5924791.790250856,5962610.7297795145,5948836.119317668,5931901.576190882,5941163.333842399,5959908.564643103,5954163.4163414985
6019573.533997337,6043756.792286204,6040320.53469532,6053881.741552323,6044614.919938661,6040547.066904411,6026358.633278452,6035210.59746728,6014980.931434611,6027443.126740436,6013526.950129512,5981811.95294646,6002830.541701986,6026456.387078946,6031366.963118072,6030781.456820808,6007355.48888158,6031990.833820367,6050274.856093165,6056938.878181448,6040678.878083645,6028846.222538955,6032110.758305143,6026038.23336499,6016832.357435835,5978912.838838846,5988702.630654109,5978722.949965025,6013942.752532328,5977107.507764583,5981203.031607064,5976274.274587335,5968918.995906823,5968500.073177877,5926708.627956373,5939270.882270126,5918046.9380896725,5925764.265840983,5928256.982496938,5918707.889931145
6032381.127040566,6016465.397318316,6034361.429060531,6072787.902935649,6066136.840912469,6042277.44966353,6001801.37732853,6013868.57623866,6020214.550583551,6031494.934316973,6020422.865198378,6039285.492642691,6039211.200574122,6051330.554490482,6085411.127723641,6047426.476595346,6019446.723427253,6026774.917516566,6069820.566148201,6083172.80096863,6074914.041983044,6026648.342450882,6032636.130996689,6055561.864342572,6049255.77973854,6010563.198209777,6016328.098691462,6004971.784611915,5964246.4797564605,5961307.875193308,5961591.286937178,5997389.0623097615,5986551.252668446,5981028.1042554965,5954935.654109531,5959271.65606187,5968785.424281383,5978939.832532292,5932877.235957911,5928854.035591304
