Timestamp,Production (kW)
08/21 20,0.00
08/21 21,0.00
08/21 22,0.00
08/21 23,0.00
08/22 00,0.00
08/22 01,0.00
08/22 02,0.00
08/22 03,0.00
08/22 04,2.88
08/22 05,10.08
08/22 06,24.27
08/22 07,43.56
08/22 08,58.66
08/22 09,63.65
08/22 10,61.88
08/22 11,53.88
08/22 12,44.81
08/22 13,37.99
08/22 14,21.12
08/22 15,4.63
08/22 16,0.00
08/22 17,0.00
08/22 18,0.00
08/22 19,0.00
08/22 20,0.00
08/22 21,0.00
08/22 22,0.00
08/22 23,0.00
08/23 00,0.00
08/23 01,0.00
08/23 02,0.00
08/23 03,0.62
08/23 04,14.35
08/23 05,35.60
08/23 06,56.39
08/23 07,65.60
08/23 08,64.54
08/23 09,58.76
08/23 10,34.95
08/23 11,25.90
08/23 12,35.49
08/23 13,34.40
08/23 14,17.90
08/23 15,2.97
08/23 16,0.00
08/23 17,0.00
08/23 18,0.00
08/23 19,0.00
08/23 20,0.00
08/23 21,0.00
08/23 22,0.00
08/23 23,0.00
08/24 00,0.00
08/24 01,0.00
08/24 02,0.00
08/24 03,0.40
08/24 04,13.07
08/24 05,34.38
08/24 06,51.94
08/24 07,58.44
08/24 08,54.85
08/24 09,58.38
08/24 10,49.73
08/24 11,20.42
08/24 12,6.68
08/24 13,7.60
08/24 14,3.90
08/24 15,0.77
08/24 16,0.00
08/24 17,0.00
08/24 18,0.00
08/24 19,0.00
08/24 20,0.00
08/24 21,0.00
08/24 22,0.00
08/24 23,0.00
08/25 00,0.00
08/25 01,0.00
08/25 02,0.00
08/25 03,0.51
08/25 04,8.11
08/25 05,23.41
08/25 06,37.89
08/25 07,51.93
08/25 08,66.41
08/25 09,72.30
08/25 10,69.08
08/25 11,68.30
08/25 12,63.17
08/25 13,45.40
08/25 14,21.60
08/25 15,4.38
08/25 16,0.00
08/25 17,0.00
08/25 18,0.00
08/25 19,0.00
08/25 20,0.00
08/25 21,0.00
08/25 22,0.00
08/25 23,0.00
08/26 00,0.00
08/26 01,0.00
08/26 02,0.00
08/26 03,0.55
08/26 04,13.11
08/26 05,38.33
08/26 06,51.56
08/26 07,53.55
08/26 08,49.90
08/26 09,40.29
08/26 10,25.35
08/26 11,9.03
08/26 12,4.01
08/26 13,2.88
08/26 14,0.92
08/26 15,0.00
08/26 16,0.00
08/26 17,0.00
08/26 18,0.00
08/26 19,0.00
08/26 20,0.00
08/26 21,0.00
08/26 22,0.00
08/26 23,0.00
08/27 00,0.00
08/27 01,0.00
08/27 02,0.00
08/27 03,0.70
08/27 04,11.60
08/27 05,31.75
08/27 06,49.68
08/27 07,62.14
08/27 08,70.84
08/27 09,73.23
08/27 10,71.43
08/27 11,67.83
08/27 12,57.03
08/27 13,39.87
08/27 14,18.52
08/27 15,3.77
08/27 16,0.00
08/27 17,0.00
08/27 18,0.00
08/27 19,0.00
08/27 20,0.00
08/27 21,0.00
08/27 22,0.00
08/27 23,0.00
08/28 00,0.00
08/28 01,0.00
08/28 02,0.00
08/28 03,0.84
08/28 04,14.17
08/28 05,39.90
08/28 06,39.23
08/28 07,33.04
08/28 08,48.86
08/28 09,67.00
08/28 10,62.24
08/28 11,37.60
08/28 12,24.20
08/28 13,18.41
08/28 14,9.39
08/28 15,0.56
08/28 16,0.00
08/28 17,0.00
08/28 18,0.00
08/28 19,0.00
08/28 20,0.00
08/28 21,0.00
08/28 22,0.00
08/28 23,0.00
08/29 00,0.00
08/29 01,0.00
08/29 02,0.00
08/29 03,0.75
08/29 04,3.63
08/29 05,7.55
08/29 06,20.47
08/29 07,26.86
08/29 08,47.65
08/29 09,70.68
08/29 10,59.72
08/29 11,57.74
08/29 12,57.66
08/29 13,42.60
08/29 14,20.78
08/29 15,4.22
08/29 16,0.00
08/29 17,0.00
08/29 18,0.00
08/29 19,0.00
08/29 20,0.00
08/29 21,0.00
08/29 22,0.00
08/29 23,0.00
08/30 00,0.00
08/30 01,0.00
08/30 02,0.00
08/30 03,1.32
08/30 04,10.55
08/30 05,23.45
08/30 06,28.31
08/30 07,34.97
08/30 08,44.23
08/30 09,51.31
08/30 10,59.35
08/30 11,53.10
08/30 12,39.12
08/30 13,29.01
08/30 14,15.32
08/30 15,3.70
08/30 16,0.00
08/30 17,0.00
08/30 18,0.00
08/30 19,0.00
08/30 20,0.00
08/30 21,0.00
08/30 22,0.00
08/30 23,0.00
08/31 00,0.00
08/31 01,0.00
08/31 02,0.00
08/31 03,0.00
08/31 04,3.19
08/31 05,9.61
08/31 06,17.49
08/31 07,24.39
08/31 08,26.33
08/31 09,31.20
08/31 10,30.85
08/31 11,20.88
08/31 12,13.53
08/31 13,8.20
08/31 14,2.99
08/31 15,0.00
08/31 16,0.00
08/31 17,0.00
08/31 18,0.00
08/31 19,0.00
08/31 20,0.00
08/31 21,0.00
08/31 22,0.00
08/31 23,0.00
09/01 00,0.00
09/01 01,0.00
09/01 02,0.00
09/01 03,0.97
09/01 04,8.05
09/01 05,26.87
09/01 06,50.88
09/01 07,67.07
09/01 08,71.85
09/01 09,67.88
09/01 10,63.27
09/01 11,50.21
09/01 12,31.25
09/01 13,15.26
09/01 14,2.71
09/01 15,0.00
09/01 16,0.00
09/01 17,0.00
09/01 18,0.00
09/01 19,0.00
09/01 20,0.00
09/01 21,0.00
09/01 22,0.00
09/01 23,0.00
09/02 00,0.00
09/02 01,0.00
09/02 02,0.00
09/02 03,1.36
09/02 04,12.93
09/02 05,33.95
09/02 06,53.76
09/02 07,68.73
09/02 08,77.08
09/02 09,79.88
09/02 10,77.43
09/02 11,70.56
09/02 12,58.49
09/02 13,40.20
09/02 14,18.71
09/02 15,3.72
09/02 16,0.00
09/02 17,0.00
09/02 18,0.00
09/02 19,0.00
09/02 20,0.00
09/02 21,0.00
09/02 22,0.00
09/02 23,0.00
09/03 00,0.00
09/03 01,0.00
09/03 02,0.00
09/03 03,1.91
09/03 04,16.02
09/03 05,40.57
09/03 06,57.62
09/03 07,60.88
09/03 08,58.32
09/03 09,61.07
09/03 10,63.36
09/03 11,57.93
09/03 12,52.84
09/03 13,41.62
09/03 14,19.75
09/03 15,3.95
09/03 16,0.00
09/03 17,0.00
09/03 18,0.00
09/03 19,0.00
09/03 20,0.00
09/03 21,0.00
09/03 22,0.00
09/03 23,0.00
09/04 00,0.00
09/04 01,0.00
09/04 02,0.00
09/04 03,1.62
09/04 04,10.10
09/04 05,26.14
09/04 06,44.56
09/04 07,58.25
09/04 08,67.15
09/04 09,74.37
09/04 10,75.03
09/04 11,71.69
09/04 12,61.77
09/04 13,40.88
09/04 14,18.02
09/04 15,3.62
09/04 16,0.00
09/04 17,0.00
09/04 18,0.00
09/04 19,0.00
09/04 20,0.00
09/04 21,0.00
09/04 22,0.00
09/04 23,0.00
09/05 00,0.00
09/05 01,0.00
09/05 02,0.00
09/05 03,1.43
09/05 04,9.86
09/05 05,28.14
09/05 06,44.65
09/05 07,55.88
09/05 08,68.48
09/05 09,74.82
09/05 10,68.22
09/05 11,58.40
09/05 12,50.08
09/05 13,34.08
09/05 14,13.53
09/05 15,1.97
09/05 16,0.00
09/05 17,0.00
09/05 18,0.00
09/05 19,0.00
09/05 20,0.00
09/05 21,0.00
09/05 22,0.00
09/05 23,0.00
09/06 00,0.00
09/06 01,0.00
09/06 02,0.00
09/06 03,1.08
09/06 04,9.92
09/06 05,25.79
09/06 06,41.15
09/06 07,53.45
09/06 08,65.88
09/06 09,75.00
09/06 10,76.58
09/06 11,70.55
09/06 12,59.52
09/06 13,42.45
09/06 14,18.75
09/06 15,3.62
09/06 16,0.00
09/06 17,0.00
09/06 18,0.00
09/06 19,0.00
09/06 20,0.00
09/06 21,0.00
09/06 22,0.00
09/06 23,0.00
09/07 00,0.00
09/07 01,0.00
09/07 02,0.00
09/07 03,2.15
09/07 04,15.56
09/07 05,39.07
09/07 06,61.00
09/07 07,76.83
09/07 08,85.53
09/07 09,88.23
09/07 10,86.15
09/07 11,78.58
09/07 12,64.04
09/07 13,43.03
09/07 14,19.08
09/07 15,3.48
09/07 16,0.00
09/07 17,0.00
09/07 18,0.00
09/07 19,0.00
09/07 20,0.00
09/07 21,0.00
09/07 22,0.00
09/07 23,0.00
09/08 00,0.00
09/08 01,0.00
09/08 02,0.00
09/08 03,0.00
09/08 04,2.85
09/08 05,8.87
09/08 06,15.09
09/08 07,18.55
09/08 08,17.60
09/08 09,19.80
09/08 10,21.91
09/08 11,17.80
09/08 12,13.70
09/08 13,8.38
09/08 14,2.31
09/08 15,0.00
09/08 16,0.00
09/08 17,0.00
09/08 18,0.00
09/08 19,0.00
09/08 20,0.00
09/08 21,0.00
09/08 22,0.00
09/08 23,0.00
09/09 00,0.00
09/09 01,0.00
09/09 02,0.00
09/09 03,0.00
09/09 04,1.40
09/09 05,4.41
09/09 06,7.10
09/09 07,9.56
09/09 08,11.71
09/09 09,12.38
09/09 10,11.75
09/09 11,10.10
09/09 12,7.49
09/09 13,4.89
09/09 14,2.25
09/09 15,0.38
09/09 16,0.00
09/09 17,0.00
09/09 18,0.00
09/09 19,0.00
09/09 20,0.00
09/09 21,0.00
09/09 22,0.00
09/09 23,0.00
09/10 00,0.00
09/10 01,0.00
09/10 02,0.00
09/10 03,0.00
09/10 04,1.62
09/10 05,5.11
09/10 06,8.09
09/10 07,10.58
09/10 08,12.23
09/10 09,12.68
09/10 10,11.76
09/10 11,9.33
09/10 12,7.18
09/10 13,4.73
09/10 14,1.58
09/10 15,0.00
09/10 16,0.00
09/10 17,0.00
09/10 18,0.00
09/10 19,0.00
09/10 20,0.00
09/10 21,0.00
09/10 22,0.00
09/10 23,0.00
09/11 00,0.00
09/11 01,0.00
09/11 02,0.00
09/11 03,0.55
09/11 04,4.22
09/11 05,9.07
09/11 06,14.09
09/11 07,22.82
09/11 08,28.07
09/11 09,30.75
09/11 10,31.88
09/11 11,27.60
09/11 12,20.63
09/11 13,11.37
09/11 14,3.38
09/11 15,0.00
09/11 16,0.00
09/11 17,0.00
09/11 18,0.00
09/11 19,0.00
09/11 20,0.00
09/11 21,0.00
09/11 22,0.00
09/11 23,0.00
09/12 00,0.00
09/12 01,0.00
09/12 02,0.00
09/12 03,1.26
09/12 04,8.53
09/12 05,20.87
09/12 06,31.35
09/12 07,41.69
09/12 08,48.65
09/12 09,48.52
09/12 10,43.84
09/12 11,32.04
09/12 12,18.55
09/12 13,9.59
09/12 14,3.06
09/12 15,0.00
09/12 16,0.00
09/12 17,0.00
09/12 18,0.00
09/12 19,0.00
09/12 20,0.00
09/12 21,0.00
09/12 22,0.00
09/12 23,0.00
09/13 00,0.00
09/13 01,0.00
09/13 02,0.00
09/13 03,0.81
09/13 04,2.35
09/13 05,6.60
09/13 06,20.28
09/13 07,35.76
09/13 08,42.76
09/13 09,55.96
09/13 10,61.90
09/13 11,50.91
09/13 12,48.08
09/13 13,41.87
09/13 14,20.47
09/13 15,3.77
09/13 16,0.00
09/13 17,0.00
09/13 18,0.00
09/13 19,0.00
09/13 20,0.00
09/13 21,0.00
09/13 22,0.00
09/13 23,0.00
09/14 00,0.00
09/14 01,0.00
09/14 02,0.00
09/14 03,1.86
09/14 04,8.86
09/14 05,14.17
09/14 06,12.79
09/14 07,14.75
09/14 08,21.97
09/14 09,26.18
09/14 10,29.21
09/14 11,35.40
09/14 12,30.10
09/14 13,12.70
09/14 14,2.18
09/14 15,0.00
09/14 16,0.00
09/14 17,0.00
09/14 18,0.00
09/14 19,0.00
09/14 20,0.00
09/14 21,0.00
09/14 22,0.00
09/14 23,0.00
09/15 00,0.00
09/15 01,0.00
09/15 02,0.00
09/15 03,2.45
09/15 04,14.74
09/15 05,35.27
09/15 06,54.52
09/15 07,68.81
09/15 08,75.88
09/15 09,76.33
09/15 10,74.11
09/15 11,67.43
09/15 12,55.36
09/15 13,37.03
09/15 14,15.29
09/15 15,2.65
09/15 16,0.00
09/15 17,0.00
09/15 18,0.00
09/15 19,0.00
09/15 20,0.00
09/15 21,0.00
09/15 22,0.00
09/15 23,0.00
09/16 00,0.00
09/16 01,0.00
09/16 02,0.00
09/16 03,1.45
09/16 04,5.00
09/16 05,13.95
09/16 06,27.84
09/16 07,39.47
09/16 08,38.00
09/16 09,26.10
09/16 10,31.15
09/16 11,35.24
09/16 12,28.77
09/16 13,23.92
09/16 14,9.67
09/16 15,0.49
09/16 16,0.00
09/16 17,0.00
09/16 18,0.00
09/16 19,0.00
09/16 20,0.00
09/16 21,0.00
09/16 22,0.00
09/16 23,0.00
09/17 00,0.00
09/17 01,0.00
09/17 02,0.00
09/17 03,0.00
09/17 04,0.87
09/17 05,2.59
09/17 06,33.42
09/17 07,73.48
09/17 08,88.20
09/17 09,88.72
09/17 10,62.45
09/17 11,24.32
09/17 12,5.47
09/17 13,2.61
09/17 14,0.90
09/17 15,0.00
09/17 16,0.00
09/17 17,0.00
09/17 18,0.00
09/17 19,0.00
09/17 20,0.00
09/17 21,0.00
09/17 22,0.00
09/17 23,0.00
09/18 00,0.00
09/18 01,0.00
09/18 02,0.00
09/18 03,2.95
09/18 04,19.07
09/18 05,45.40
09/18 06,65.67
09/18 07,73.42
09/18 08,52.63
09/18 09,39.49
09/18 10,50.13
09/18 11,45.10
09/18 12,33.55
09/18 13,18.23
09/18 14,3.83
09/18 15,0.00
09/18 16,0.00
09/18 17,0.00
09/18 18,0.00
09/18 19,0.00
09/18 20,0.00
09/18 21,0.00
09/18 22,0.00
09/18 23,0.00
09/19 00,0.00
09/19 01,0.00
09/19 02,0.00
09/19 03,2.77
09/19 04,14.97
09/19 05,34.02
09/19 06,51.87
09/19 07,66.87
09/19 08,73.58
09/19 09,71.69
09/19 10,63.17
09/19 11,52.07
09/19 12,42.78
09/19 13,28.80
09/19 14,11.57
09/19 15,1.65
09/19 16,0.00
09/19 17,0.00
09/19 18,0.00
09/19 19,0.00
09/19 20,0.00
09/19 21,0.00
09/19 22,0.00
09/19 23,0.00
09/20 00,0.00
09/20 01,0.00
09/20 02,0.00
09/20 03,2.55
09/20 04,14.78
09/20 05,33.77
09/20 06,50.15
09/20 07,63.55
09/20 08,72.36
09/20 09,75.52
09/20 10,74.68
09/20 11,68.92
09/20 12,56.22
09/20 13,36.98
09/20 14,15.91
09/20 15,2.80
09/20 16,0.00
09/20 17,0.00
09/20 18,0.00
09/20 19,0.00
09/20 20,0.00
09/20 21,0.00
09/20 22,0.00
09/20 23,0.00
09/21 00,0.00
09/21 01,0.00
09/21 02,0.00
09/21 03,0.98
09/21 04,1.91
09/21 05,4.36
09/21 06,21.60
09/21 07,33.90
09/21 08,31.34
09/21 09,34.78
09/21 10,44.50
09/21 11,45.79
09/21 12,28.82
09/21 13,13.44
09/21 14,6.12
09/21 15,1.28
09/21 16,0.00
09/21 17,0.00
09/21 18,0.00
09/21 19,0.00
09/21 20,0.00
09/21 21,0.00
09/21 22,0.00
09/21 23,0.00
09/22 00,0.00
09/22 01,0.00
09/22 02,0.00
09/22 03,0.00
09/22 04,5.83
09/22 05,12.48
09/22 06,15.24
09/22 07,29.05
09/22 08,46.06
09/22 09,41.15
09/22 10,22.23
09/22 11,18.05
09/22 12,28.00
09/22 13,25.42
09/22 14,11.64
09/22 15,2.98
09/22 16,0.00
09/22 17,0.00
09/22 18,0.00
09/22 19,0.00
09/22 20,0.00
09/22 21,0.00
09/22 22,0.00
09/22 23,0.00
09/23 00,0.00
09/23 01,0.00
09/23 02,0.00
09/23 03,1.00
09/23 04,5.84
09/23 05,19.30
09/23 06,36.12
09/23 07,39.95
09/23 08,34.87
09/23 09,38.77
09/23 10,46.72
09/23 11,47.68
09/23 12,45.75
09/23 13,37.95
09/23 14,18.37
09/23 15,2.93
09/23 16,0.00
09/23 17,0.00
09/23 18,0.00
09/23 19,0.00
09/23 20,0.00
09/23 21,0.00
09/23 22,0.00
09/23 23,0.00
09/24 00,0.00
09/24 01,0.00
09/24 02,0.00
09/24 03,2.53
09/24 04,12.75
09/24 05,29.97
09/24 06,51.77
09/24 07,67.71
09/24 08,72.98
09/24 09,76.55
09/24 10,73.47
09/24 11,63.96
09/24 12,52.63
09/24 13,34.90
09/24 14,14.52
09/24 15,2.57
09/24 16,0.00
09/24 17,0.00
09/24 18,0.00
09/24 19,0.00
09/24 20,0.00
09/24 21,0.00
09/24 22,0.00
09/24 23,0.00
09/25 00,0.00
09/25 01,0.00
09/25 02,0.00
09/25 03,1.05
09/25 04,4.87
09/25 05,12.28
09/25 06,16.19
09/25 07,18.93
09/25 08,19.31
09/25 09,20.69
09/25 10,26.55
09/25 11,22.60
09/25 12,17.37
09/25 13,11.38
09/25 14,2.77
09/25 15,0.00
09/25 16,0.00
09/25 17,0.00
09/25 18,0.00
09/25 19,0.00
09/25 20,0.00
09/25 21,0.00
09/25 22,0.00
09/25 23,0.00
09/26 00,0.00
09/26 01,0.00
09/26 02,0.00
09/26 03,2.40
09/26 04,11.08
09/26 05,28.08
09/26 06,47.77
09/26 07,55.07
09/26 08,55.66
09/26 09,53.62
09/26 10,47.68
09/26 11,41.34
09/26 12,31.15
09/26 13,18.07
09/26 14,5.02
09/26 15,0.00
09/26 16,0.00
09/26 17,0.00
09/26 18,0.00
09/26 19,0.00
09/26 20,0.00
09/26 21,0.00
09/26 22,0.00
09/26 23,0.00
09/27 00,0.00
09/27 01,0.00
09/27 02,0.00
09/27 03,2.52
09/27 04,15.09
09/27 05,34.14
09/27 06,42.44
09/27 07,38.20
09/27 08,34.90
09/27 09,32.60
09/27 10,34.28
09/27 11,28.39
09/27 12,21.10
09/27 13,17.13
09/27 14,4.70
09/27 15,0.00
09/27 16,0.00
09/27 17,0.00
09/27 18,0.00
09/27 19,0.00
09/27 20,0.00
09/27 21,0.00
09/27 22,0.00
09/27 23,0.00
09/28 00,0.00
09/28 01,0.00
09/28 02,0.00
09/28 03,3.48
09/28 04,17.75
09/28 05,37.57
09/28 06,52.72
09/28 07,63.07
09/28 08,67.48
09/28 09,67.24
09/28 10,68.14
09/28 11,62.62
09/28 12,49.60
09/28 13,34.77
09/28 14,15.65
09/28 15,2.68
09/28 16,0.00
09/28 17,0.00
09/28 18,0.00
09/28 19,0.00
09/28 20,0.00
09/28 21,0.00
09/28 22,0.00
09/28 23,0.00
09/29 00,0.00
09/29 01,0.00
09/29 02,0.00
09/29 03,0.69
09/29 04,2.65
09/29 05,6.74
09/29 06,13.08
09/29 07,17.10
09/29 08,21.86
09/29 09,26.15
09/29 10,27.20
09/29 11,23.37
09/29 12,15.32
09/29 13,11.30
09/29 14,6.58
09/29 15,1.48
09/29 16,0.00
09/29 17,0.00
09/29 18,0.00
09/29 19,0.00
09/29 20,0.00
09/29 21,0.00
09/29 22,0.00
09/29 23,0.00
09/30 00,0.00
09/30 01,0.00
09/30 02,0.00
09/30 03,3.18
09/30 04,12.16
09/30 05,23.83
09/30 06,38.54
09/30 07,49.35
09/30 08,52.10
09/30 09,55.73
09/30 10,55.67
09/30 11,49.30
09/30 12,34.22
09/30 13,15.26
09/30 14,4.08
09/30 15,0.00
09/30 16,0.00
09/30 17,0.00
09/30 18,0.00
09/30 19,0.00
09/30 20,0.00
09/30 21,0.00
09/30 22,0.00
09/30 23,0.00
10/01 00,0.00
10/01 01,0.00
10/01 02,0.00
10/01 03,3.79
10/01 04,16.85
10/01 05,44.71
10/01 06,65.91
10/01 07,59.55
10/01 08,57.42
10/01 09,55.72
10/01 10,43.85
10/01 11,37.26
10/01 12,25.60
10/01 13,9.90
10/01 14,1.11
10/01 15,0.00
10/01 16,0.00
10/01 17,0.00
10/01 18,0.00
10/01 19,0.00
10/01 20,0.00
10/01 21,0.00
10/01 22,0.00
10/01 23,0.00
10/02 00,0.00
10/02 01,0.00
10/02 02,0.00
10/02 03,2.13
10/02 04,10.78
10/02 05,23.74
10/02 06,39.05
10/02 07,51.05
10/02 08,54.59
10/02 09,51.37
10/02 10,42.36
10/02 11,34.73
10/02 12,24.50
10/02 13,11.18
10/02 14,2.93
10/02 15,0.00
10/02 16,0.00
10/02 17,0.00
10/02 18,0.00
10/02 19,0.00
10/02 20,0.00
10/02 21,0.00
10/02 22,0.00
10/02 23,0.00
10/03 00,0.00
10/03 01,0.00
10/03 02,0.00
10/03 03,4.15
10/03 04,19.75
10/03 05,42.43
10/03 06,61.86
10/03 07,75.19
10/03 08,82.81
10/03 09,84.84
10/03 10,81.76
10/03 11,73.67
10/03 12,59.30
10/03 13,38.98
10/03 14,16.24
10/03 15,2.40
10/03 16,0.00
10/03 17,0.00
10/03 18,0.00
10/03 19,0.00
10/03 20,0.00
10/03 21,0.00
10/03 22,0.00
10/03 23,0.00
10/04 00,0.00
10/04 01,0.00
10/04 02,0.00
10/04 03,3.85
10/04 04,19.37
10/04 05,42.20
10/04 06,61.52
10/04 07,74.81
10/04 08,82.03
10/04 09,83.85
10/04 10,80.93
10/04 11,72.65
10/04 12,58.52
10/04 13,38.65
10/04 14,16.03
10/04 15,2.35
10/04 16,0.00
10/04 17,0.00
10/04 18,0.00
10/04 19,0.00
10/04 20,0.00
10/04 21,0.00
10/04 22,0.00
10/04 23,0.00
10/05 00,0.00
10/05 01,0.00
10/05 02,0.00
10/05 03,3.75
10/05 04,18.50
10/05 05,40.25
10/05 06,58.82
10/05 07,71.83
10/05 08,78.69
10/05 09,79.76
10/05 10,76.12
10/05 11,67.54
10/05 12,54.20
10/05 13,35.60
10/05 14,14.71
10/05 15,2.30
10/05 16,0.00
10/05 17,0.00
10/05 18,0.00
10/05 19,0.00
10/05 20,0.00
10/05 21,0.00
10/05 22,0.00
10/05 23,0.00
10/06 00,0.00
10/06 01,0.00
10/06 02,0.00
10/06 03,2.23
10/06 04,11.20
10/06 05,24.55
10/06 06,35.68
10/06 07,44.19
10/06 08,45.50
10/06 09,41.83
10/06 10,34.46
10/06 11,25.85
10/06 12,21.60
10/06 13,14.67
10/06 14,5.16
10/06 15,0.00
10/06 16,0.00
10/06 17,0.00
10/06 18,0.00
10/06 19,0.00
10/06 20,0.00
10/06 21,0.00
10/06 22,0.00
10/06 23,0.00
10/07 00,0.00
10/07 01,0.00
10/07 02,0.00
10/07 03,4.92
10/07 04,21.75
10/07 05,46.75
10/07 06,67.51
10/07 07,80.65
10/07 08,61.93
10/07 09,36.44
10/07 10,33.93
10/07 11,25.18
10/07 12,15.08
10/07 13,10.17
10/07 14,5.17
10/07 15,0.79
10/07 16,0.00
10/07 17,0.00
10/07 18,0.00
10/07 19,0.00
10/07 20,0.00
10/07 21,0.00
10/07 22,0.00
10/07 23,0.00
10/08 00,0.00
10/08 01,0.00
10/08 02,0.00
10/08 03,1.32
10/08 04,2.70
10/08 05,3.67
10/08 06,5.48
10/08 07,6.85
10/08 08,8.33
10/08 09,36.73
10/08 10,65.20
10/08 11,70.75
10/08 12,58.48
10/08 13,35.50
10/08 14,18.18
10/08 15,2.52
10/08 16,0.00
10/08 17,0.00
10/08 18,0.00
10/08 19,0.00
10/08 20,0.00
10/08 21,0.00
10/08 22,0.00
10/08 23,0.00
10/09 00,0.00
10/09 01,0.00
10/09 02,0.00
10/09 03,3.58
10/09 04,12.67
10/09 05,28.59
10/09 06,49.12
10/09 07,45.35
10/09 08,47.68
10/09 09,64.35
10/09 10,50.07
10/09 11,43.81
10/09 12,40.62
10/09 13,16.33
10/09 14,1.67
10/09 15,0.00
10/09 16,0.00
10/09 17,0.00
10/09 18,0.00
10/09 19,0.00
10/09 20,0.00
10/09 21,0.00
10/09 22,0.00
10/09 23,0.00
10/10 00,0.00
10/10 01,0.00
10/10 02,0.00
10/10 03,4.77
10/10 04,23.15
10/10 05,49.53
10/10 06,69.35
10/10 07,82.02
10/10 08,63.92
10/10 09,38.48
10/10 10,38.47
10/10 11,34.83
10/10 12,26.79
10/10 13,18.51
10/10 14,8.22
10/10 15,1.31
10/10 16,0.00
10/10 17,0.00
10/10 18,0.00
10/10 19,0.00
10/10 20,0.00
10/10 21,0.00
10/10 22,0.00
10/10 23,0.00
10/11 00,0.00
10/11 01,0.00
10/11 02,0.00
10/11 03,0.67
10/11 04,2.63
10/11 05,5.59
10/11 06,8.28
10/11 07,10.42
10/11 08,12.15
10/11 09,12.17
10/11 10,11.23
10/11 11,10.01
10/11 12,7.85
10/11 13,4.96
10/11 14,2.05
10/11 15,0.37
10/11 16,0.00
10/11 17,0.00
10/11 18,0.00
10/11 19,0.00
10/11 20,0.00
10/11 21,0.00
10/11 22,0.00
10/11 23,0.00
10/12 00,0.00
10/12 01,0.00
10/12 02,0.00
10/12 03,2.73
10/12 04,12.80
10/12 05,14.95
10/12 06,16.72
10/12 07,24.27
10/12 08,29.52
10/12 09,35.19
10/12 10,41.89
10/12 11,39.43
10/12 12,30.10
10/12 13,29.18
10/12 14,16.27
10/12 15,2.01
10/12 16,0.00
10/12 17,0.00
10/12 18,0.00
10/12 19,0.00
10/12 20,0.00
10/12 21,0.00
10/12 22,0.00
10/12 23,0.00
10/13 00,0.00
10/13 01,0.00
10/13 02,0.00
10/13 03,2.67
10/13 04,6.95
10/13 05,15.24
10/13 06,22.45
10/13 07,27.09
10/13 08,34.68
10/13 09,28.35
10/13 10,21.52
10/13 11,33.30
10/13 12,35.88
10/13 13,24.44
10/13 14,11.72
10/13 15,1.88
10/13 16,0.00
10/13 17,0.00
10/13 18,0.00
10/13 19,0.00
10/13 20,0.00
10/13 21,0.00
10/13 22,0.00
10/13 23,0.00
10/14 00,0.00
10/14 01,0.00
10/14 02,0.00
10/14 03,2.43
10/14 04,5.40
10/14 05,11.25
10/14 06,25.77
10/14 07,39.15
10/14 08,41.27
10/14 09,23.20
10/14 10,19.31
10/14 11,34.02
10/14 12,30.36
10/14 13,17.09
10/14 14,6.12
10/14 15,1.49
10/14 16,0.00
10/14 17,0.00
10/14 18,0.00
10/14 19,0.00
10/14 20,0.00
10/14 21,0.00
10/14 22,0.00
10/14 23,0.00
10/15 00,0.00
10/15 01,0.00
10/15 02,0.00
10/15 03,4.95
10/15 04,22.32
10/15 05,37.05
10/15 06,32.46
10/15 07,22.20
10/15 08,30.50
10/15 09,36.69
10/15 10,40.73
10/15 11,41.67
10/15 12,34.65
10/15 13,25.30
10/15 14,8.89
10/15 15,2.64
10/15 16,0.00
10/15 17,0.00
10/15 18,0.00
10/15 19,0.00
10/15 20,0.00
10/15 21,0.00
10/15 22,0.00
10/15 23,0.00
10/16 00,0.00
10/16 01,0.00
10/16 02,0.00
10/16 03,3.25
10/16 04,12.87
10/16 05,26.80
10/16 06,38.97
10/16 07,44.27
10/16 08,50.25
10/16 09,55.90
10/16 10,51.05
10/16 11,38.96
10/16 12,25.74
10/16 13,14.38
10/16 14,4.64
10/16 15,0.00
10/16 16,0.00
10/16 17,0.00
10/16 18,0.00
10/16 19,0.00
10/16 20,0.00
10/16 21,0.00
10/16 22,0.00
10/16 23,0.00
10/17 00,0.00
10/17 01,0.00
10/17 02,0.00
10/17 03,4.97
10/17 04,22.58
10/17 05,47.56
10/17 06,68.96
10/17 07,79.85
10/17 08,61.89
10/17 09,40.95
10/17 10,39.02
10/17 11,31.33
10/17 12,21.20
10/17 13,13.56
10/17 14,6.30
10/17 15,1.57
10/17 16,0.00
10/17 17,0.00
10/17 18,0.00
10/17 19,0.00
10/17 20,0.00
10/17 21,0.00
10/17 22,0.00
10/17 23,0.00
10/18 00,0.00
10/18 01,0.00
10/18 02,0.00
10/18 03,4.88
10/18 04,20.67
10/18 05,42.32
10/18 06,60.88
10/18 07,73.35
10/18 08,80.23
10/18 09,81.92
10/18 10,78.23
10/18 11,69.42
10/18 12,55.10
10/18 13,35.23
10/18 14,13.74
10/18 15,1.67
10/18 16,0.00
10/18 17,0.00
10/18 18,0.00
10/18 19,0.00
10/18 20,0.00
10/18 21,0.00
10/18 22,0.00
10/18 23,0.00
10/19 00,0.00
10/19 01,0.00
