Timestamp,Production (kW)
02/28 02,0.00
02/28 03,0.00
02/28 04,0.00
02/28 05,0.50
02/28 06,3.47
02/28 07,8.40
02/28 08,18.18
02/28 09,30.55
02/28 10,35.68
02/28 11,38.50
02/28 12,45.78
02/28 13,47.35
02/28 14,40.13
02/28 15,31.50
02/28 16,20.25
02/28 17,6.90
02/28 18,0.00
02/28 19,0.00
02/28 20,0.00
02/28 21,0.00
02/28 22,0.00
02/28 23,0.00
03/01 00,0.00
03/01 01,0.00
03/01 02,0.00
03/01 03,0.00
03/01 04,0.00
03/01 05,0.00
03/01 06,2.55
03/01 07,7.05
03/01 08,12.57
03/01 09,17.62
03/01 10,19.73
03/01 11,19.39
03/01 12,18.18
03/01 13,16.81
03/01 14,13.84
03/01 15,10.01
03/01 16,5.46
03/01 17,1.48
03/01 18,0.00
03/01 19,0.00
03/01 20,0.00
03/01 21,0.00
03/01 22,0.00
03/01 23,0.00
03/02 00,0.00
03/02 01,0.00
03/02 02,0.00
03/02 03,0.00
03/02 04,0.00
03/02 05,0.00
03/02 06,1.52
03/02 07,4.30
03/02 08,7.02
03/02 09,9.58
03/02 10,11.29
03/02 11,11.88
03/02 12,12.05
03/02 13,11.65
03/02 14,9.30
03/02 15,6.30
03/02 16,3.42
03/02 17,0.94
03/02 18,0.00
03/02 19,0.00
03/02 20,0.00
03/02 21,0.00
03/02 22,0.00
03/02 23,0.00
03/03 00,0.00
03/03 01,0.00
03/03 02,0.00
03/03 03,0.00
03/03 04,0.00
03/03 05,1.45
03/03 06,13.53
03/03 07,37.52
03/03 08,60.98
03/03 09,76.26
03/03 10,63.94
03/03 11,42.48
03/03 12,39.17
03/03 13,37.43
03/03 14,27.75
03/03 15,16.64
03/03 16,10.06
03/03 17,3.39
03/03 18,0.00
03/03 19,0.00
03/03 20,0.00
03/03 21,0.00
03/03 22,0.00
03/03 23,0.00
03/04 00,0.00
03/04 01,0.00
03/04 02,0.00
03/04 03,0.00
03/04 04,0.00
03/04 05,0.00
03/04 06,5.35
03/04 07,24.62
03/04 08,47.87
03/04 09,48.25
03/04 10,36.53
03/04 11,32.02
03/04 12,29.03
03/04 13,46.84
03/04 14,53.78
03/04 15,32.83
03/04 16,17.48
03/04 17,5.17
03/04 18,0.00
03/04 19,0.00
03/04 20,0.00
03/04 21,0.00
03/04 22,0.00
03/04 23,0.00
03/05 00,0.00
03/05 01,0.00
03/05 02,0.00
03/05 03,0.00
03/05 04,0.00
03/05 05,1.24
03/05 06,11.88
03/05 07,33.46
03/05 08,55.01
03/05 09,70.55
03/05 10,79.61
03/05 11,82.67
03/05 12,80.88
03/05 13,74.51
03/05 14,62.60
03/05 15,44.82
03/05 16,23.14
03/05 17,5.87
03/05 18,0.00
03/05 19,0.00
03/05 20,0.00
03/05 21,0.00
03/05 22,0.00
03/05 23,0.00
03/06 00,0.00
03/06 01,0.00
03/06 02,0.00
03/06 03,0.00
03/06 04,0.00
03/06 05,1.08
03/06 06,11.16
03/06 07,31.27
03/06 08,51.45
03/06 09,66.17
03/06 10,75.15
03/06 11,79.28
03/06 12,77.97
03/06 13,72.05
03/06 14,61.09
03/06 15,43.90
03/06 16,22.62
03/06 17,5.73
03/06 18,0.00
03/06 19,0.00
03/06 20,0.00
03/06 21,0.00
03/06 22,0.00
03/06 23,0.00
03/07 00,0.00
03/07 01,0.00
03/07 02,0.00
03/07 03,0.00
03/07 04,0.00
03/07 05,1.31
03/07 06,11.55
03/07 07,31.00
03/07 08,51.37
03/07 09,66.65
03/07 10,74.01
03/07 11,73.99
03/07 12,70.25
03/07 13,64.76
03/07 14,54.15
03/07 15,39.57
03/07 16,21.68
03/07 17,5.72
03/07 18,0.00
03/07 19,0.00
03/07 20,0.00
03/07 21,0.00
03/07 22,0.00
03/07 23,0.00
03/08 00,0.00
03/08 01,0.00
03/08 02,0.00
03/08 03,0.00
03/08 04,0.00
03/08 05,1.31
03/08 06,11.91
03/08 07,33.19
03/08 08,54.52
03/08 09,69.88
03/08 10,78.67
03/08 11,81.67
03/08 12,80.38
03/08 13,74.65
03/08 14,63.18
03/08 15,45.77
03/08 16,23.85
03/08 17,6.07
03/08 18,0.00
03/08 19,0.00
03/08 20,0.00
03/08 21,0.00
03/08 22,0.00
03/08 23,0.00
03/09 00,0.00
03/09 01,0.00
03/09 02,0.00
03/09 03,0.00
03/09 04,0.00
03/09 05,0.00
03/09 06,2.84
03/09 07,8.24
03/09 08,12.00
03/09 09,14.16
03/09 10,17.34
03/09 11,19.25
03/09 12,18.90
03/09 13,18.55
03/09 14,16.49
03/09 15,11.20
03/09 16,5.37
03/09 17,1.59
03/09 18,0.00
03/09 19,0.00
03/09 20,0.00
03/09 21,0.00
03/09 22,0.00
03/09 23,0.00
03/10 00,0.00
03/10 01,0.00
03/10 02,0.00
03/10 03,0.00
03/10 04,0.00
03/10 05,0.94
03/10 06,7.04
03/10 07,15.16
03/10 08,19.85
03/10 09,23.81
03/10 10,28.82
03/10 11,28.93
03/10 12,21.13
03/10 13,19.49
03/10 14,21.46
03/10 15,13.06
03/10 16,4.12
03/10 17,1.07
03/10 18,0.00
03/10 19,0.00
03/10 20,0.00
03/10 21,0.00
03/10 22,0.00
03/10 23,0.00
03/11 00,0.00
03/11 01,0.00
03/11 02,0.00
03/11 03,0.00
03/11 04,0.00
03/11 05,1.62
03/11 06,12.43
03/11 07,37.24
03/11 08,62.82
03/11 09,73.74
03/11 10,53.78
03/11 11,34.14
03/11 12,49.75
03/11 13,60.79
03/11 14,52.27
03/11 15,33.55
03/11 16,17.26
03/11 17,7.30
03/11 18,0.00
03/11 19,0.00
03/11 20,0.00
03/11 21,0.00
03/11 22,0.00
03/11 23,0.00
03/12 00,0.00
03/12 01,0.00
03/12 02,0.00
03/12 03,0.00
03/12 04,0.00
03/12 05,1.09
03/12 06,10.31
03/12 07,28.37
03/12 08,46.90
03/12 09,61.55
03/12 10,69.21
03/12 11,72.45
03/12 12,73.55
03/12 13,69.38
03/12 14,58.18
03/12 15,40.32
03/12 16,19.74
03/12 17,4.70
03/12 18,0.00
03/12 19,0.00
03/12 20,0.00
03/12 21,0.00
03/12 22,0.00
03/12 23,0.00
03/13 00,0.00
03/13 01,0.00
03/13 02,0.00
03/13 03,0.00
03/13 04,0.00
03/13 05,0.45
03/13 06,4.88
03/13 07,15.13
03/13 08,28.99
03/13 09,40.52
03/13 10,42.65
03/13 11,34.38
03/13 12,21.64
03/13 13,20.16
03/13 14,22.07
03/13 15,15.14
03/13 16,6.07
03/13 17,0.37
03/13 18,0.00
03/13 19,0.00
03/13 20,0.00
03/13 21,0.00
03/13 22,0.00
03/13 23,0.00
03/14 00,0.00
03/14 01,0.00
03/14 02,0.00
03/14 03,0.00
03/14 04,0.00
03/14 05,1.59
03/14 06,13.75
03/14 07,32.61
03/14 08,50.81
03/14 09,66.22
03/14 10,53.55
03/14 11,36.20
03/14 12,42.29
03/14 13,43.59
03/14 14,39.95
03/14 15,32.97
03/14 16,19.15
03/14 17,6.34
03/14 18,0.00
03/14 19,0.00
03/14 20,0.00
03/14 21,0.00
03/14 22,0.00
03/14 23,0.00
03/15 00,0.00
03/15 01,0.00
03/15 02,0.00
03/15 03,0.00
03/15 04,0.00
03/15 05,1.12
03/15 06,10.17
03/15 07,28.47
03/15 08,46.25
03/15 09,60.43
03/15 10,71.08
03/15 11,74.49
03/15 12,71.86
03/15 13,66.50
03/15 14,57.39
03/15 15,40.20
03/15 16,19.43
03/15 17,5.05
03/15 18,0.00
03/15 19,0.00
03/15 20,0.00
03/15 21,0.00
03/15 22,0.00
03/15 23,0.00
03/16 00,0.00
03/16 01,0.00
03/16 02,0.00
03/16 03,0.00
03/16 04,0.00
03/16 05,1.35
03/16 06,12.12
03/16 07,32.98
03/16 08,53.49
03/16 09,67.67
03/16 10,75.85
03/16 11,79.45
03/16 12,77.97
03/16 13,71.42
03/16 14,59.55
03/16 15,42.15
03/16 16,21.20
03/16 17,5.17
03/16 18,0.00
03/16 19,0.00
03/16 20,0.00
03/16 21,0.00
03/16 22,0.00
03/16 23,0.00
03/17 00,0.00
03/17 01,0.00
03/17 02,0.00
03/17 03,0.00
03/17 04,0.00
03/17 05,1.13
03/17 06,11.67
03/17 07,26.75
03/17 08,38.87
03/17 09,52.00
03/17 10,60.24
03/17 11,66.19
03/17 12,62.77
03/17 13,48.98
03/17 14,40.73
03/17 15,25.22
03/17 16,6.28
03/17 17,0.36
03/17 18,0.00
03/17 19,0.00
03/17 20,0.00
03/17 21,0.00
03/17 22,0.00
03/17 23,0.00
03/18 00,0.00
03/18 01,0.00
03/18 02,0.00
03/18 03,0.00
03/18 04,0.00
03/18 05,0.67
03/18 06,5.03
03/18 07,12.79
03/18 08,20.56
03/18 09,27.53
03/18 10,30.87
03/18 11,35.50
03/18 12,37.96
03/18 13,29.63
03/18 14,19.50
03/18 15,12.62
03/18 16,4.94
03/18 17,0.00
03/18 18,0.00
03/18 19,0.00
03/18 20,0.00
03/18 21,0.00
03/18 22,0.00
03/18 23,0.00
03/19 00,0.00
03/19 01,0.00
03/19 02,0.00
03/19 03,0.00
03/19 04,0.00
03/19 05,0.00
03/19 06,2.68
03/19 07,6.23
03/19 08,9.87
03/19 09,23.19
03/19 10,34.55
03/19 11,32.84
03/19 12,27.26
03/19 13,24.47
03/19 14,25.77
03/19 15,17.11
03/19 16,5.58
03/19 17,1.93
03/19 18,0.00
03/19 19,0.00
03/19 20,0.00
03/19 21,0.00
03/19 22,0.00
03/19 23,0.00
03/20 00,0.00
03/20 01,0.00
03/20 02,0.00
03/20 03,0.00
03/20 04,0.00
03/20 05,1.36
03/20 06,10.38
03/20 07,30.20
03/20 08,41.65
03/20 09,49.64
03/20 10,61.65
03/20 11,64.49
03/20 12,57.32
03/20 13,58.88
03/20 14,58.58
03/20 15,33.40
03/20 16,10.28
03/20 17,1.38
03/20 18,0.00
03/20 19,0.00
03/20 20,0.00
03/20 21,0.00
03/20 22,0.00
03/20 23,0.00
03/21 00,0.00
03/21 01,0.00
03/21 02,0.00
03/21 03,0.00
03/21 04,0.00
03/21 05,1.69
03/21 06,14.43
03/21 07,31.07
03/21 08,46.55
03/21 09,67.02
03/21 10,65.53
03/21 11,55.72
03/21 12,57.02
03/21 13,56.37
03/21 14,50.76
03/21 15,33.56
03/21 16,13.22
03/21 17,1.85
03/21 18,0.00
03/21 19,0.00
03/21 20,0.00
03/21 21,0.00
03/21 22,0.00
03/21 23,0.00
03/22 00,0.00
03/22 01,0.00
03/22 02,0.00
03/22 03,0.00
03/22 04,0.00
03/22 05,0.97
03/22 06,8.82
03/22 07,28.38
03/22 08,49.51
03/22 09,54.50
03/22 10,47.12
03/22 11,42.98
03/22 12,35.07
03/22 13,26.80
03/22 14,18.47
03/22 15,13.88
03/22 16,8.90
03/22 17,0.00
03/22 18,0.00
03/22 19,0.00
03/22 20,0.00
03/22 21,0.00
03/22 22,0.00
03/22 23,0.00
03/23 00,0.00
03/23 01,0.00
03/23 02,0.00
03/23 03,0.00
03/23 04,0.00
03/23 05,1.44
03/23 06,12.44
03/23 07,32.78
03/23 08,52.60
03/23 09,67.95
03/23 10,76.89
03/23 11,80.55
03/23 12,79.92
03/23 13,73.88
03/23 14,62.23
03/23 15,44.33
03/23 16,22.08
03/23 17,5.27
03/23 18,0.00
03/23 19,0.00
03/23 20,0.00
03/23 21,0.00
03/23 22,0.00
03/23 23,0.00
03/24 00,0.00
03/24 01,0.00
03/24 02,0.00
03/24 03,0.00
03/24 04,0.00
03/24 05,1.45
03/24 06,12.99
03/24 07,34.56
03/24 08,55.05
03/24 09,69.67
03/24 10,77.54
03/24 11,80.88
03/24 12,79.84
03/24 13,72.85
03/24 14,60.63
03/24 15,42.86
03/24 16,21.11
03/24 17,4.90
03/24 18,0.00
03/24 19,0.00
03/24 20,0.00
03/24 21,0.00
03/24 22,0.00
03/24 23,0.00
03/25 00,0.00
03/25 01,0.00
03/25 02,0.00
03/25 03,0.00
03/25 04,0.00
03/25 05,1.43
03/25 06,12.15
03/25 07,34.40
03/25 08,55.61
03/25 09,68.75
03/25 10,75.01
03/25 11,74.59
03/25 12,69.31
03/25 13,62.23
03/25 14,55.18
03/25 15,40.88
03/25 16,19.06
03/25 17,4.08
03/25 18,0.00
03/25 19,0.00
03/25 20,0.00
03/25 21,0.00
03/25 22,0.00
03/25 23,0.00
03/26 00,0.00
03/26 01,0.00
03/26 02,0.00
03/26 03,0.00
03/26 04,0.00
03/26 05,1.42
03/26 06,11.68
03/26 07,30.61
03/26 08,49.81
03/26 09,64.76
03/26 10,72.85
03/26 11,75.50
03/26 12,73.95
03/26 13,67.40
03/26 14,56.00
03/26 15,39.54
03/26 16,19.15
03/26 17,4.25
03/26 18,0.00
03/26 19,0.00
03/26 20,0.00
03/26 21,0.00
03/26 22,0.00
03/26 23,0.00
03/27 00,0.00
03/27 01,0.00
03/27 02,0.00
03/27 03,0.00
03/27 04,0.00
03/27 05,1.32
03/27 06,2.05
03/27 07,2.28
03/27 08,3.93
03/27 09,5.35
03/27 10,15.73
03/27 11,32.30
03/27 12,65.65
03/27 13,78.36
03/27 14,49.45
03/27 15,29.27
03/27 16,11.67
03/27 17,0.00
03/27 18,0.00
03/27 19,0.00
03/27 20,0.00
03/27 21,0.00
03/27 22,0.00
03/27 23,0.00
03/28 00,0.00
03/28 01,0.00
03/28 02,0.00
03/28 03,0.00
03/28 04,0.00
03/28 05,0.67
03/28 06,3.47
03/28 07,7.33
03/28 08,20.32
03/28 09,32.55
03/28 10,33.20
03/28 11,34.60
03/28 12,38.27
03/28 13,47.30
03/28 14,46.87
03/28 15,30.08
03/28 16,15.56
03/28 17,5.22
03/28 18,0.00
03/28 19,0.00
03/28 20,0.00
03/28 21,0.00
03/28 22,0.00
03/28 23,0.00
03/29 00,0.00
03/29 01,0.00
03/29 02,0.00
03/29 03,0.00
03/29 04,0.00
03/29 05,1.55
03/29 06,12.64
03/29 07,32.27
03/29 08,49.93
03/29 09,62.02
03/29 10,70.70
03/29 11,74.93
03/29 12,72.20
03/29 13,63.52
03/29 14,51.26
03/29 15,34.92
03/29 16,15.52
03/29 17,3.16
03/29 18,0.00
03/29 19,0.00
03/29 20,0.00
03/29 21,0.00
03/29 22,0.00
03/29 23,0.00
03/30 00,0.00
03/30 01,0.00
03/30 02,0.00
03/30 03,0.00
03/30 04,0.00
03/30 05,1.83
03/30 06,16.08
03/30 07,39.38
03/30 08,58.37
03/30 09,72.60
03/30 10,73.23
03/30 11,58.39
03/30 12,46.77
03/30 13,39.76
03/30 14,25.58
03/30 15,17.87
03/30 16,12.32
03/30 17,2.35
03/30 18,0.00
03/30 19,0.00
03/30 20,0.00
03/30 21,0.00
03/30 22,0.00
03/30 23,0.00
03/31 00,0.00
03/31 01,0.00
03/31 02,0.00
03/31 03,0.00
03/31 04,0.00
03/31 05,0.82
03/31 06,12.02
03/31 07,34.32
03/31 08,49.75
03/31 09,59.62
03/31 10,70.25
03/31 11,62.97
03/31 12,58.10
03/31 13,47.06
03/31 14,18.52
03/31 15,9.03
03/31 16,6.52
03/31 17,1.73
03/31 18,0.00
03/31 19,0.00
03/31 20,0.00
03/31 21,0.00
03/31 22,0.00
03/31 23,0.00
04/01 00,0.00
04/01 01,0.00
04/01 02,0.00
04/01 03,0.00
04/01 04,0.00
04/01 05,1.38
04/01 06,12.58
04/01 07,33.73
04/01 08,53.10
04/01 09,66.72
04/01 10,74.70
04/01 11,76.88
04/01 12,75.69
04/01 13,70.12
04/01 14,58.48
04/01 15,41.25
04/01 16,19.59
04/01 17,4.04
04/01 18,0.00
04/01 19,0.00
04/01 20,0.00
04/01 21,0.00
04/01 22,0.00
04/01 23,0.00
04/02 00,0.00
04/02 01,0.00
04/02 02,0.00
04/02 03,0.00
04/02 04,0.00
04/02 05,0.00
04/02 06,4.74
04/02 07,10.87
04/02 08,8.42
04/02 09,5.15
04/02 10,14.82
04/02 11,24.02
04/02 12,46.89
04/02 13,67.10
04/02 14,62.60
04/02 15,45.30
04/02 16,19.37
04/02 17,5.21
04/02 18,0.00
04/02 19,0.00
04/02 20,0.00
04/02 21,0.00
04/02 22,0.00
04/02 23,0.00
04/03 00,0.00
04/03 01,0.00
04/03 02,0.00
04/03 03,0.00
04/03 04,0.00
04/03 05,0.68
04/03 06,6.34
04/03 07,7.47
04/03 08,7.62
04/03 09,13.78
04/03 10,22.22
04/03 11,39.17
04/03 12,42.65
04/03 13,29.80
04/03 14,29.00
04/03 15,26.12
04/03 16,12.56
04/03 17,3.61
04/03 18,0.00
04/03 19,0.00
04/03 20,0.00
04/03 21,0.00
04/03 22,0.00
04/03 23,0.00
04/04 00,0.00
04/04 01,0.00
04/04 02,0.00
04/04 03,0.00
04/04 04,0.00
04/04 05,1.87
04/04 06,16.54
04/04 07,42.43
04/04 08,65.43
04/04 09,78.90
04/04 10,64.23
04/04 11,43.71
04/04 12,42.65
04/04 13,37.88
04/04 14,26.98
04/04 15,18.35
04/04 16,9.38
04/04 17,1.93
04/04 18,0.00
04/04 19,0.00
04/04 20,0.00
04/04 21,0.00
04/04 22,0.00
04/04 23,0.00
04/05 00,0.00
04/05 01,0.00
04/05 02,0.00
04/05 03,0.00
04/05 04,0.00
04/05 05,1.28
04/05 06,15.49
04/05 07,37.65
04/05 08,54.65
04/05 09,74.01
04/05 10,74.35
04/05 11,53.70
04/05 12,34.23
04/05 13,14.46
04/05 14,7.03
04/05 15,14.27
04/05 16,13.31
04/05 17,3.47
04/05 18,0.00
04/05 19,0.00
04/05 20,0.00
04/05 21,0.00
04/05 22,0.00
04/05 23,0.00
04/06 00,0.00
04/06 01,0.00
04/06 02,0.00
04/06 03,0.00
04/06 04,0.00
04/06 05,1.38
04/06 06,11.95
04/06 07,30.67
04/06 08,48.80
04/06 09,60.22
04/06 10,67.37
04/06 11,72.16
04/06 12,69.65
04/06 13,62.75
04/06 14,51.57
04/06 15,36.02
04/06 16,17.82
04/06 17,4.03
04/06 18,0.00
04/06 19,0.00
04/06 20,0.00
04/06 21,0.00
04/06 22,0.00
04/06 23,0.00
04/07 00,0.00
04/07 01,0.00
04/07 02,0.00
04/07 03,0.00
04/07 04,0.00
04/07 05,1.81
04/07 06,11.59
04/07 07,25.84
04/07 08,44.62
04/07 09,61.93
04/07 10,66.50
04/07 11,55.80
04/07 12,40.77
04/07 13,31.74
04/07 14,31.45
04/07 15,30.24
04/07 16,16.21
04/07 17,4.25
04/07 18,0.00
04/07 19,0.00
04/07 20,0.00
04/07 21,0.00
04/07 22,0.00
04/07 23,0.00
04/08 00,0.00
04/08 01,0.00
04/08 02,0.00
04/08 03,0.00
04/08 04,0.00
04/08 05,0.00
04/08 06,1.95
04/08 07,6.98
04/08 08,12.49
04/08 09,17.00
04/08 10,19.43
04/08 11,21.00
04/08 12,20.34
04/08 13,16.65
04/08 14,11.34
04/08 15,5.51
04/08 16,1.59
04/08 17,0.00
04/08 18,0.00
04/08 19,0.00
04/08 20,0.00
04/08 21,0.00
04/08 22,0.00
04/08 23,0.00
04/09 00,0.00
04/09 01,0.00
04/09 02,0.00
04/09 03,0.00
04/09 04,0.00
04/09 05,0.90
04/09 06,6.08
04/09 07,20.55
04/09 08,27.80
04/09 09,34.82
04/09 10,56.10
04/09 11,64.85
04/09 12,58.08
04/09 13,50.07
04/09 14,47.02
04/09 15,41.95
04/09 16,23.04
04/09 17,4.77
04/09 18,0.00
04/09 19,0.00
04/09 20,0.00
04/09 21,0.00
04/09 22,0.00
04/09 23,0.00
04/10 00,0.00
04/10 01,0.00
04/10 02,0.00
04/10 03,0.00
04/10 04,0.00
04/10 05,1.26
04/10 06,13.97
04/10 07,40.82
04/10 08,60.90
04/10 09,62.78
04/10 10,48.31
04/10 11,39.57
04/10 12,35.56
04/10 13,27.56
04/10 14,24.15
04/10 15,18.15
04/10 16,9.78
04/10 17,2.15
04/10 18,0.00
04/10 19,0.00
04/10 20,0.00
04/10 21,0.00
04/10 22,0.00
04/10 23,0.00
04/11 00,0.00
04/11 01,0.00
04/11 02,0.00
04/11 03,0.00
04/11 04,0.46
04/11 05,5.00
04/11 06,14.73
04/11 07,23.80
04/11 08,29.17
04/11 09,30.18
04/11 10,31.43
04/11 11,32.70
04/11 12,28.72
04/11 13,22.50
04/11 14,12.21
04/11 15,2.57
04/11 16,0.00
04/11 17,0.00
04/11 18,0.00
04/11 19,0.00
04/11 20,0.00
04/11 21,0.00
04/11 22,0.00
04/11 23,0.00
04/12 00,0.00
04/12 01,0.00
04/12 02,0.00
04/12 03,0.00
04/12 04,0.00
04/12 05,5.18
04/12 06,14.63
04/12 07,20.79
04/12 08,30.10
04/12 09,34.75
04/12 10,38.12
04/12 11,46.58
04/12 12,46.50
04/12 13,40.44
04/12 14,31.11
04/12 15,17.25
04/12 16,4.25
04/12 17,0.00
04/12 18,0.00
04/12 19,0.00
04/12 20,0.00
04/12 21,0.00
04/12 22,0.00
04/12 23,0.00
04/13 00,0.00
04/13 01,0.00
04/13 02,0.00
04/13 03,0.00
04/13 04,0.00
04/13 05,4.66
04/13 06,15.06
04/13 07,27.04
04/13 08,35.92
04/13 09,39.36
04/13 10,38.39
04/13 11,33.97
04/13 12,27.45
04/13 13,18.05
04/13 14,8.07
04/13 15,1.76
04/13 16,0.00
04/13 17,0.00
04/13 18,0.00
04/13 19,0.00
04/13 20,0.00
04/13 21,0.00
04/13 22,0.00
04/13 23,0.00
04/14 00,0.00
04/14 01,0.00
04/14 02,0.00
04/14 03,0.00
04/14 04,1.07
04/14 05,13.57
04/14 06,36.19
04/14 07,55.78
04/14 08,68.55
04/14 09,75.16
04/14 10,77.62
04/14 11,75.85
04/14 12,69.68
04/14 13,58.02
04/14 14,41.02
04/14 15,19.49
04/14 16,3.82
04/14 17,0.00
04/14 18,0.00
04/14 19,0.00
04/14 20,0.00
04/14 21,0.00
04/14 22,0.00
04/14 23,0.00
04/15 00,0.00
04/15 01,0.00
04/15 02,0.00
04/15 03,0.00
04/15 04,1.40
04/15 05,15.55
04/15 06,40.28
04/15 07,60.68
04/15 08,74.49
04/15 09,81.98
04/15 10,84.06
04/15 11,81.75
04/15 12,74.63
04/15 13,61.73
04/15 14,42.84
04/15 15,19.75
04/15 16,3.75
04/15 17,0.00
04/15 18,0.00
04/15 19,0.00
04/15 20,0.00
04/15 21,0.00
04/15 22,0.00
04/15 23,0.00
04/16 00,0.00
04/16 01,0.00
04/16 02,0.00
04/16 03,0.00
04/16 04,0.52
04/16 05,1.19
04/16 06,6.87
04/16 07,19.70
04/16 08,32.48
04/16 09,37.65
04/16 10,45.54
04/16 11,46.55
04/16 12,42.52
04/16 13,43.62
04/16 14,25.04
04/16 15,6.20
04/16 16,1.72
04/16 17,0.00
04/16 18,0.00
04/16 19,0.00
04/16 20,0.00
04/16 21,0.00
04/16 22,0.00
04/16 23,0.00
04/17 00,0.00
04/17 01,0.00
04/17 02,0.00
04/17 03,0.00
04/17 04,0.00
04/17 05,3.24
04/17 06,7.62
04/17 07,13.72
04/17 08,20.38
04/17 09,21.46
04/17 10,24.99
04/17 11,30.23
04/17 12,27.80
04/17 13,17.19
04/17 14,5.74
04/17 15,0.69
04/17 16,0.00
04/17 17,0.00
04/17 18,0.00
04/17 19,0.00
04/17 20,0.00
04/17 21,0.00
04/17 22,0.00
04/17 23,0.00
04/18 00,0.00
04/18 01,0.00
04/18 02,0.00
04/18 03,0.00
04/18 04,0.00
04/18 05,5.07
04/18 06,24.90
04/18 07,46.45
04/18 08,35.92
04/18 09,18.45
04/18 10,20.43
04/18 11,16.57
04/18 12,17.83
04/18 13,24.17
04/18 14,20.86
04/18 15,11.91
04/18 16,2.68
04/18 17,0.00
04/18 18,0.00
04/18 19,0.00
04/18 20,0.00
04/18 21,0.00
04/18 22,0.00
04/18 23,0.00
04/19 00,0.00
04/19 01,0.00
04/19 02,0.00
04/19 03,0.00
04/19 04,0.48
04/19 05,5.77
04/19 06,21.67
04/19 07,31.95
04/19 08,41.76
04/19 09,54.65
04/19 10,44.21
04/19 11,37.82
04/19 12,48.58
04/19 13,55.68
04/19 14,40.35
04/19 15,14.31
04/19 16,3.35
04/19 17,0.00
04/19 18,0.00
04/19 19,0.00
04/19 20,0.00
04/19 21,0.00
04/19 22,0.00
04/19 23,0.00
04/20 00,0.00
04/20 01,0.00
04/20 02,0.00
04/20 03,0.00
04/20 04,0.72
04/20 05,10.35
04/20 06,28.30
04/20 07,47.07
04/20 08,62.05
04/20 09,71.41
04/20 10,76.41
04/20 11,74.15
04/20 12,64.32
04/20 13,51.14
04/20 14,36.28
04/20 15,16.84
04/20 16,2.96
04/20 17,0.00
04/20 18,0.00
04/20 19,0.00
04/20 20,0.00
04/20 21,0.00
04/20 22,0.00
04/20 23,0.00
04/21 00,0.00
04/21 01,0.00
04/21 02,0.00
04/21 03,0.00
04/21 04,0.84
04/21 05,11.48
04/21 06,30.91
04/21 07,48.81
04/21 08,64.82
04/21 09,74.25
04/21 10,75.97
04/21 11,72.30
04/21 12,63.41
04/21 13,50.59
04/21 14,33.27
04/21 15,14.24
04/21 16,2.52
04/21 17,0.00
04/21 18,0.00
04/21 19,0.00
04/21 20,0.00
04/21 21,0.00
04/21 22,0.00
04/21 23,0.00
04/22 00,0.00
04/22 01,0.00
04/22 02,0.00
04/22 03,0.00
04/22 04,0.80
04/22 05,12.17
04/22 06,33.17
04/22 07,51.94
04/22 08,65.12
04/22 09,72.38
04/22 10,76.12
04/22 11,74.70
04/22 12,66.38
04/22 13,52.75
04/22 14,35.68
04/22 15,16.02
04/22 16,2.73
04/22 17,0.00
04/22 18,0.00
04/22 19,0.00
04/22 20,0.00
04/22 21,0.00
04/22 22,0.00
04/22 23,0.00
04/23 00,0.00
04/23 01,0.00
04/23 02,0.00
04/23 03,0.00
04/23 04,0.80
04/23 05,12.03
04/23 06,34.25
04/23 07,52.49
04/23 08,63.25
04/23 09,69.40
04/23 10,71.60
04/23 11,69.36
04/23 12,63.17
04/23 13,50.95
04/23 14,31.08
04/23 15,11.87
04/23 16,1.94
04/23 17,0.00
04/23 18,0.00
04/23 19,0.00
04/23 20,0.00
04/23 21,0.00
04/23 22,0.00
04/23 23,0.00
04/24 00,0.00
04/24 01,0.00
04/24 02,0.00
04/24 03,0.00
04/24 04,0.64
04/24 05,10.74
04/24 06,28.43
04/24 07,45.77
04/24 08,60.80
04/24 09,66.70
04/24 10,71.27
04/24 11,71.94
04/24 12,62.42
04/24 13,50.38
04/24 14,34.50
04/24 15,14.91
04/24 16,2.40
04/24 17,0.00
04/24 18,0.00
04/24 19,0.00
04/24 20,0.00
04/24 21,0.00
04/24 22,0.00
04/24 23,0.00
04/25 00,0.00
04/25 01,0.00
04/25 02,0.00
04/25 03,0.00
04/25 04,0.00
04/25 05,1.20
04/25 06,4.43
04/25 07,8.24
04/25 08,10.95
04/25 09,11.48
04/25 10,10.90
04/25 11,11.12
04/25 12,10.45
04/25 13,7.72
04/25 14,4.35
04/25 15,1.32
04/25 16,0.00
04/25 17,0.00
04/25 18,0.00
04/25 19,0.00
04/25 20,0.00
04/25 21,0.00
04/25 22,0.00
04/25 23,0.00
04/26 00,0.00
04/26 01,0.00
04/26 02,0.00
04/26 03,0.00
04/26 04,0.63
04/26 05,12.27
04/26 06,34.38
04/26 07,52.35
04/26 08,66.16
04/26 09,76.09
04/26 10,78.58
04/26 11,74.19
04/26 12,66.54
04/26 13,51.64
04/26 14,29.58
04/26 15,11.18
04/26 16,1.85
04/26 17,0.00
04/26 18,0.00
04/26 19,0.00
04/26 20,0.00
04/26 21,0.00
04/26 22,0.00
04/26 23,0.00
04/27 00,0.00
04/27 01,0.00
04/27 02,0.00
04/27 03,0.00
04/27 04,0.00
04/27 05,4.65
04/27 06,13.47
04/27 07,30.52
