Timestamp,Production (kW),Load kW,Load kVA
05/02 08,24.5,240.8,258.6
05/02 09,29.4,271.3,291.4
05/02 10,25.09,246.9,265.2
05/02 11,23.08,262.5,282.0
05/02 12,28.23,291.2,312.8
05/02 13,34.69,290.8,312.3
05/02 14,35.27,245.9,264.1
05/02 15,18.62,235.3,252.7
05/02 16,2.35,226.5,243.3
05/02 17,0.0,228.1,245.0
05/02 18,0.0,287.8,309.1
05/02 19,0.0,296.6,318.6
05/02 20,0.0,262.5,327.9
05/02 21,0.0,247.7,266.1
05/02 22,0.0,235.5,252.9
05/02 23,0.0,221.7,253.3
05/03 00,0.0,214.1,229.9
05/03 01,0.0,212.5,228.2
05/03 02,0.0,213.1,228.9
05/03 03,0.0,209.1,224.6
05/03 04,0.0,210.0,225.5
05/03 05,2.01,215.1,231.0
05/03 06,4.51,259.6,278.8
05/03 07,6.42,243.5,261.6
05/03 08,11.11,240.8,258.6
05/03 09,24.92,247.6,265.9
05/03 10,38.12,219.6,235.9
05/03 11,47.6,214.0,229.9
05/03 12,52.07,237.1,254.7
05/03 13,46.19,237.6,255.2
05/03 14,36.87,207.3,222.6
05/03 15,17.25,217.5,259.5
05/03 16,1.85,200.3,239.0
05/03 17,0.0,215.1,231.1
05/03 18,0.0,283.3,334.3
05/03 19,0.0,294.7,316.5
05/03 20,0.0,271.2,291.3
05/03 21,0.0,254.6,273.4
05/03 22,0.0,240.2,289.9
05/03 23,0.0,226.4,267.2
05/04 00,0.0,220.6,236.9
05/04 01,0.0,211.8,227.5
05/04 02,0.0,208.4,223.8
05/04 03,0.0,204.4,219.5
05/04 04,0.0,204.9,220.0
05/04 05,2.79,214.2,230.0
05/04 06,8.85,222.8,239.3
05/04 07,15.51,233.1,250.4
05/04 08,19.61,243.4,261.5
05/04 09,21.32,231.7,248.8
05/04 10,17.66,233.5,250.8
05/04 11,17.5,244.5,262.7
05/04 12,20.71,278.5,299.1
05/04 13,14.36,263.3,282.9
05/04 14,7.83,251.4,270.1
05/04 15,3.07,252.8,271.6
05/04 16,0.0,253.2,277.5
05/04 17,0.0,248.5,296.5
05/04 18,0.0,302.0,324.4
05/04 19,0.0,297.5,359.0
05/04 20,0.0,267.6,287.4
05/04 21,0.0,243.8,261.8
05/04 22,0.0,229.6,246.6
05/04 23,0.0,223.2,278.8
05/05 00,0.0,216.3,232.4
05/05 01,0.0,207.0,222.3
05/05 02,0.0,214.3,230.2
05/05 03,0.0,214.8,230.7
05/05 04,0.39,211.1,226.7
05/05 05,9.23,221.9,238.4
05/05 06,26.35,284.3,305.3
05/05 07,46.56,265.9,285.6
05/05 08,65.68,247.8,266.2
05/05 09,75.58,272.0,292.2
05/05 10,76.27,276.9,297.5
05/05 11,72.17,286.0,307.2
05/05 12,60.1,314.1,337.4
05/05 13,38.21,310.7,333.7
05/05 14,21.19,276.8,297.4
05/05 15,8.88,267.7,330.5
05/05 16,0.69,253.2,292.4
05/05 17,0.0,257.6,314.4
05/05 18,0.0,304.1,326.7
05/05 19,0.0,316.0,339.4
05/05 20,0.0,278.7,315.1
05/05 21,0.0,263.9,283.5
05/05 22,0.0,248.0,271.9
05/05 23,0.0,234.4,286.1
05/06 00,0.0,222.6,239.1
05/06 01,0.0,214.3,230.1
05/06 02,0.0,227.4,244.2
05/06 03,0.0,220.2,236.5
05/06 04,0.55,217.0,233.1
05/06 05,12.9,220.8,237.2
05/06 06,32.55,278.4,299.0
05/06 07,55.42,268.1,288.0
05/06 08,78.75,271.8,292.0
05/06 09,82.44,246.4,264.7
05/06 10,71.55,257.6,276.7
05/06 11,51.15,269.0,289.0
05/06 12,33.92,293.8,315.6
05/06 13,25.11,294.5,316.4
05/06 14,14.12,289.6,311.0
05/06 15,4.43,281.6,302.5
05/06 16,0.0,266.3,301.1
05/06 17,0.0,261.4,280.8
05/06 18,0.0,310.5,383.3
05/06 19,0.0,322.9,381.1
05/06 20,0.0,287.3,308.6
05/06 21,0.0,270.3,308.9
05/06 22,0.0,254.0,299.9
05/06 23,0.0,239.0,256.7
05/07 00,0.0,228.6,245.6
05/07 01,0.0,222.0,238.4
05/07 02,0.0,220.4,236.8
05/07 03,0.0,226.5,243.2
05/07 04,0.0,222.0,238.4
05/07 05,4.33,235.4,252.9
05/07 06,16.3,292.9,314.6
05/07 07,32.69,282.7,303.7
05/07 08,41.05,273.2,293.5
05/07 09,39.05,250.6,269.1
05/07 10,36.98,230.9,248.0
05/07 11,28.17,252.7,271.4
05/07 12,12.0,297.0,319.0
05/07 13,3.88,280.0,300.8
05/07 14,3.09,256.7,275.7
05/07 15,1.2,253.0,277.3
05/07 16,0.0,246.5,264.8
05/07 17,0.0,249.1,270.2
05/07 18,0.0,310.9,383.9
05/07 19,0.0,315.1,348.9
05/07 20,0.0,277.3,342.4
05/07 21,0.0,268.6,288.5
05/07 22,0.0,253.4,272.1
05/07 23,0.0,237.7,296.8
05/08 00,0.0,226.7,243.5
05/08 01,0.0,221.0,237.3
05/08 02,0.0,216.2,232.2
05/08 03,0.0,219.3,235.6
05/08 04,0.51,217.0,233.0
05/08 05,13.05,222.1,238.6
05/08 06,36.48,241.7,259.6
05/08 07,55.82,241.7,259.6
05/08 08,69.13,254.0,272.9
05/08 09,76.22,245.4,263.6
05/08 10,77.8,241.6,259.5
05/08 11,74.18,240.4,258.2
05/08 12,66.1,253.4,272.1
05/08 13,52.4,260.1,279.4
05/08 14,33.25,247.7,266.1
05/08 15,12.35,246.5,311.5
05/08 16,0.74,240.5,258.3
05/08 17,0.0,237.6,274.4
05/08 18,0.0,284.2,305.2
05/08 19,0.0,291.5,313.1
05/08 20,0.0,276.9,334.2
05/08 21,0.0,266.7,325.6
05/08 22,0.0,248.4,290.1
05/08 23,0.0,233.5,250.8
05/09 00,0.0,225.5,242.2
05/09 01,0.0,219.0,235.3
05/09 02,0.0,220.9,237.3
05/09 03,0.0,214.4,230.3
05/09 04,0.35,216.5,232.6
05/09 05,12.8,221.9,238.3
05/09 06,37.12,264.4,284.0
05/09 07,53.55,255.8,274.7
05/09 08,63.52,258.5,277.7
05/09 09,68.88,316.3,339.7
05/09 10,66.5,300.6,322.9
05/09 11,61.72,302.1,324.5
05/09 12,52.23,322.6,346.5
05/09 13,35.24,317.0,340.5
05/09 14,17.34,310.7,333.7
05/09 15,4.96,296.0,318.0
05/09 16,0.0,292.7,314.4
05/09 17,0.0,288.2,309.5
05/09 18,0.0,320.8,351.6
05/09 19,0.0,335.0,413.6
05/09 20,0.0,299.5,321.7
05/09 21,0.0,294.2,367.5
05/09 22,0.0,281.1,301.9
05/09 23,0.0,265.8,291.3
05/10 00,0.0,255.2,274.1
05/10 01,0.0,247.2,265.5
05/10 02,0.0,248.4,266.8
05/10 03,0.0,255.0,273.9
05/10 04,0.0,247.8,266.1
05/10 05,0.58,254.2,273.0
05/10 06,2.8,289.4,310.8
05/10 07,4.08,265.3,284.9
05/10 08,12.3,271.5,291.6
05/10 09,28.8,277.5,298.1
05/10 10,34.58,269.5,289.5
05/10 11,31.71,283.3,304.3
05/10 12,32.25,292.9,314.6
05/10 13,30.04,289.1,310.6
05/10 14,19.57,278.0,298.7
05/10 15,6.78,271.2,291.3
05/10 16,0.43,262.1,309.3
05/10 17,0.0,282.0,302.9
05/10 18,0.0,333.0,357.6
05/10 19,0.0,328.3,396.2
05/10 20,0.0,304.9,327.5
05/10 21,0.0,297.7,319.7
05/10 22,0.0,282.8,303.8
05/10 23,0.0,269.1,289.1
05/11 00,0.0,253.6,272.4
05/11 01,0.0,242.0,259.9
05/11 02,0.0,236.6,254.1
05/11 03,0.0,234.1,251.4
05/11 04,0.0,233.3,250.6
05/11 05,9.95,236.8,254.3
05/11 06,23.58,240.7,258.6
05/11 07,34.27,246.4,264.6
05/11 08,33.98,242.0,260.0
05/11 09,19.01,232.0,249.2
05/11 10,16.46,240.9,258.7
05/11 11,23.9,238.3,256.0
05/11 12,26.29,244.7,262.9
05/11 13,34.42,244.2,262.3
05/11 14,28.23,219.6,235.9
05/11 15,7.14,222.7,239.2
05/11 16,0.67,226.4,264.3
05/11 17,0.0,240.9,258.7
05/11 18,0.0,285.6,356.7
05/11 19,0.0,285.9,307.1
05/11 20,0.0,258.2,295.0
05/11 21,0.0,241.4,259.3
05/11 22,0.0,228.9,245.9
05/11 23,0.0,214.0,241.9
05/12 00,0.0,210.6,226.2
05/12 01,0.0,205.2,220.4
05/12 02,0.0,213.2,229.0
05/12 03,0.0,208.6,224.1
05/12 04,0.0,210.5,226.1
05/12 05,5.17,220.4,236.7
05/12 06,10.92,266.0,285.7
05/12 07,11.62,241.4,259.3
05/12 08,27.85,250.8,269.4
05/12 09,48.87,273.6,293.8
05/12 10,58.2,295.9,317.8
05/12 11,66.6,294.5,316.3
05/12 12,69.03,313.4,336.6
05/12 13,53.37,301.5,323.8
05/12 14,32.68,284.4,305.4
05/12 15,14.6,282.8,303.8
05/12 16,1.06,280.3,301.1
05/12 17,0.0,269.2,289.2
05/12 18,0.0,331.5,356.1
05/12 19,0.0,327.1,351.3
05/12 20,0.0,303.1,325.6
05/12 21,0.0,288.3,348.0
05/12 22,0.0,276.3,296.7
05/12 23,0.0,255.6,298.4
05/13 00,0.0,245.3,263.5
05/13 01,0.0,234.9,252.4
05/13 02,0.0,244.2,262.3
05/13 03,0.0,236.9,254.5
05/13 04,0.0,239.9,257.7
05/13 05,5.07,241.7,259.6
05/13 06,15.77,297.7,319.7
05/13 07,28.93,274.1,294.4
05/13 08,44.6,288.6,310.0
05/13 09,54.93,292.4,314.1
05/13 10,59.17,280.4,301.1
05/13 11,64.9,285.4,306.6
05/13 12,63.28,295.0,316.8
05/13 13,32.12,282.4,303.3
05/13 14,3.45,284.9,306.0
05/13 15,1.34,283.7,346.3
05/13 16,0.8,271.6,343.2
05/13 17,0.0,267.8,316.1
05/13 18,0.0,324.5,363.1
05/13 19,0.0,329.0,353.4
05/13 20,0.0,298.0,320.1
05/13 21,0.0,285.4,348.4
05/13 22,0.0,274.1,294.4
05/13 23,0.0,262.3,306.2
05/14 00,0.0,250.4,268.9
05/14 01,0.0,248.0,266.4
05/14 02,0.0,253.5,272.3
05/14 03,0.0,250.0,268.5
05/14 04,0.0,247.1,265.4
05/14 05,0.9,258.4,277.5
05/14 06,3.33,294.5,316.4
05/14 07,5.94,268.4,288.2
05/14 08,7.26,126.3,135.7
05/14 09,8.78,137.1,147.3
05/14 10,10.75,102.9,110.5
05/14 11,11.7,281.6,302.5
05/14 12,10.88,313.5,336.7
05/14 13,8.26,318.7,342.3
05/14 14,4.85,302.6,325.0
05/14 15,1.55,292.2,352.6
05/14 16,0.0,284.5,311.8
05/14 17,0.0,280.7,335.0
05/14 18,0.0,335.2,404.6
05/14 19,0.0,341.4,374.2
05/14 20,0.0,312.9,373.5
05/14 21,0.0,291.1,343.6
05/14 22,0.0,277.6,298.1
05/14 23,0.0,265.6,285.3
05/15 00,0.0,246.7,265.0
05/15 01,0.0,241.5,259.4
05/15 02,0.0,250.4,269.0
05/15 03,0.0,248.0,266.4
05/15 04,0.0,245.8,264.0
05/15 05,0.0,244.7,262.9
05/15 06,0.63,294.8,316.7
05/15 07,1.73,300.3,322.6
05/15 08,2.66,275.6,296.0
05/15 09,3.17,282.8,303.8
05/15 10,23.42,295.0,316.9
05/15 11,41.88,298.9,321.0
05/15 12,36.14,304.5,327.0
05/15 13,27.9,312.5,335.6
05/15 14,16.78,290.5,312.1
05/15 15,5.38,293.5,315.3
05/15 16,0.0,280.9,301.7
05/15 17,0.0,272.0,292.2
05/15 18,0.0,337.7,362.7
05/15 19,0.0,352.2,445.0
05/15 20,0.0,311.6,334.6
05/15 21,0.0,293.1,314.8
05/15 22,0.0,273.4,293.7
05/15 23,0.0,259.6,278.8
05/16 00,0.0,249.6,268.1
05/16 01,0.0,244.5,262.7
05/16 02,0.0,249.1,267.6
05/16 03,0.0,248.3,266.7
05/16 04,0.0,244.9,263.0
05/16 05,1.2,247.2,265.6
05/16 06,4.99,289.7,311.1
05/16 07,9.57,287.5,308.8
05/16 08,15.17,280.6,301.4
05/16 09,22.07,291.6,313.2
05/16 10,21.68,291.0,312.6
05/16 11,16.8,302.8,325.3
05/16 12,13.85,326.2,350.4
05/16 13,8.55,310.2,333.2
05/16 14,3.45,289.1,310.5
05/16 15,0.97,277.8,298.4
05/16 16,0.0,268.8,320.8
05/16 17,0.0,267.0,298.7
05/16 18,0.0,338.1,370.6
05/16 19,0.0,334.6,359.4
05/16 20,0.0,298.8,364.7
05/16 21,0.0,281.7,302.6
05/16 22,0.0,271.5,291.6
05/16 23,0.0,257.2,317.6
05/17 00,0.0,244.7,262.9
05/17 01,0.0,242.8,260.7
05/17 02,0.0,243.5,261.5
05/17 03,0.0,241.2,259.0
05/17 04,0.0,236.0,253.5
05/17 05,9.62,244.8,262.9
05/17 06,30.01,294.6,316.5
05/17 07,47.74,278.5,299.1
05/17 08,56.88,281.0,301.8
05/17 09,62.41,282.5,303.4
05/17 10,66.37,244.0,262.1
05/17 11,66.52,251.5,270.2
05/17 12,64.95,287.8,309.1
05/17 13,57.05,284.4,305.4
05/17 14,39.42,274.1,294.4
05/17 15,14.95,258.3,311.8
05/17 16,0.68,258.9,327.1
05/17 17,0.0,268.6,288.5
05/17 18,0.0,326.0,368.6
05/17 19,0.0,314.0,337.2
05/17 20,0.0,292.4,314.1
05/17 21,0.0,272.8,302.1
05/17 22,0.0,255.8,274.7
05/17 23,0.0,249.9,273.9
05/18 00,0.0,248.7,267.1
05/18 01,0.0,235.7,253.1
05/18 02,0.0,232.4,249.7
05/18 03,0.0,231.0,248.2
05/18 04,0.0,230.9,248.0
05/18 05,9.55,225.1,241.8
05/18 06,22.13,242.6,260.6
05/18 07,26.25,250.7,269.3
05/18 08,41.53,248.1,266.5
05/18 09,50.19,249.5,268.0
05/18 10,53.76,275.1,295.5
05/18 11,68.12,260.1,279.4
05/18 12,66.83,285.8,307.0
05/18 13,51.67,292.6,314.3
05/18 14,23.25,264.0,283.6
05/18 15,1.76,263.4,329.0
05/18 16,0.0,257.2,313.9
05/18 17,0.0,263.2,282.7
05/18 18,0.0,319.5,343.1
05/18 19,0.0,324.3,400.4
05/18 20,0.0,290.9,339.7
05/18 21,0.0,273.7,319.6
05/18 22,0.0,262.0,281.4
05/18 23,0.0,243.2,269.3
05/19 00,0.0,235.4,252.8
05/19 01,0.0,236.0,253.5
05/19 02,0.0,232.6,249.8
05/19 03,0.0,231.4,248.5
05/19 04,0.0,232.3,249.5
05/19 05,3.61,240.8,258.6
05/19 06,13.2,289.2,310.6
05/19 07,14.9,285.2,306.3
05/19 08,8.18,277.6,298.2
05/19 09,10.93,289.1,310.6
05/19 10,22.85,303.8,326.4
05/19 11,28.52,321.9,345.7
05/19 12,43.0,324.3,348.3
05/19 13,41.35,324.3,348.3
05/19 14,18.96,295.0,316.9
05/19 15,7.69,293.1,314.8
05/19 16,0.0,276.4,296.9
05/19 17,0.0,283.9,305.0
05/19 18,0.0,331.2,355.8
05/19 19,0.0,339.1,375.5
05/19 20,0.0,305.3,338.1
05/19 21,0.0,280.9,301.7
05/19 22,0.0,266.3,314.3
05/19 23,0.0,258.2,277.4
05/20 00,0.0,240.5,258.3
05/20 01,0.0,236.8,254.3
05/20 02,0.0,239.2,256.9
05/20 03,0.0,238.2,255.8
05/20 04,0.0,234.3,251.6
05/20 05,4.7,244.7,262.8
05/20 06,15.38,291.7,313.3
05/20 07,25.42,283.7,304.7
05/20 08,38.82,260.0,279.2
05/20 09,52.8,249.4,267.8
05/20 10,52.0,281.1,302.0
05/20 11,47.91,287.6,308.9
05/20 12,51.49,313.9,337.1
05/20 13,42.42,309.1,332.0
05/20 14,23.25,295.6,317.6
05/20 15,8.46,295.3,327.0
05/20 16,0.72,280.9,350.8
05/20 17,0.0,269.0,297.9
05/20 18,0.0,321.2,345.0
05/20 19,0.0,322.0,368.0
05/20 20,0.0,292.4,314.1
05/20 21,0.0,276.3,296.8
05/20 22,0.0,261.3,286.4
05/20 23,0.0,243.3,261.3
05/21 00,0.0,235.1,252.5
05/21 01,0.0,228.7,245.7
05/21 02,0.0,234.4,251.8
05/21 03,0.0,231.4,248.5
05/21 04,0.0,230.9,248.0
05/21 05,10.49,247.1,265.5
05/21 06,32.45,290.4,311.9
05/21 07,51.52,279.0,299.7
05/21 08,64.26,264.1,283.7
05/21 09,71.26,277.2,297.8
05/21 10,73.67,267.9,287.8
05/21 11,71.78,279.6,300.3
05/21 12,64.37,297.3,319.3
05/21 13,50.41,294.7,316.5
05/21 14,31.5,277.7,298.3
05/21 15,11.25,276.1,296.5
05/21 16,0.47,258.7,277.8
05/21 17,0.0,251.9,276.1
05/21 18,0.0,308.0,389.3
05/21 19,0.0,312.9,373.4
05/21 20,0.0,284.2,305.3
05/21 21,0.0,277.9,298.4
05/21 22,0.0,259.3,278.5
05/21 23,0.0,246.8,270.5
05/22 00,0.0,234.9,252.3
05/22 01,0.0,230.2,247.3
05/22 02,0.0,234.9,252.3
05/22 03,0.0,235.3,252.8
05/22 04,0.0,233.9,251.2
05/22 05,6.35,240.6,258.5
05/22 06,21.2,277.2,297.8
05/22 07,36.9,275.6,296.1
05/22 08,50.93,262.3,281.7
05/22 09,62.82,276.0,296.4
05/22 10,64.52,299.8,322.1
05/22 11,63.89,298.9,321.1
05/22 12,64.82,310.5,333.5
05/22 13,54.57,301.6,323.9
05/22 14,33.3,285.5,306.7
05/22 15,10.52,284.9,306.0
05/22 16,0.42,265.4,285.0
05/22 17,0.0,267.3,308.7
05/22 18,0.0,320.2,343.9
05/22 19,0.0,329.0,353.4
05/22 20,0.0,290.4,335.4
05/22 21,0.0,281.1,301.9
05/22 22,0.0,264.1,305.1
05/22 23,0.0,250.2,268.7
05/23 00,0.0,243.9,262.0
05/23 01,0.0,236.4,253.9
05/23 02,0.0,242.5,260.5
05/23 03,0.0,242.2,260.2
05/23 04,0.0,238.6,256.3
05/23 05,0.87,249.9,268.4
05/23 06,5.52,291.4,313.0
05/23 07,7.87,289.0,310.4
05/23 08,7.27,282.5,303.5
05/23 09,34.68,279.2,299.9
05/23 10,64.54,254.9,273.7
05/23 11,64.66,288.8,310.2
05/23 12,59.22,322.0,345.9
05/23 13,50.49,295.0,316.9
05/23 14,36.78,283.7,304.7
05/23 15,15.27,275.7,296.1
05/23 16,0.65,263.6,283.1
05/23 17,0.0,265.5,290.9
05/23 18,0.0,341.8,403.5
05/23 19,0.0,334.5,359.3
05/23 20,0.0,306.2,361.5
05/23 21,0.0,287.6,308.9
05/23 22,0.0,271.4,331.3
05/23 23,0.0,256.0,302.2
05/24 00,0.0,250.8,269.4
05/24 01,0.0,241.8,259.7
05/24 02,0.0,244.7,262.8
05/24 03,0.0,242.9,260.9
05/24 04,0.0,243.0,261.0
05/24 05,2.6,249.9,268.4
05/24 06,7.6,282.4,303.4
05/24 07,10.28,282.9,303.8
05/24 08,12.42,272.5,292.7
05/24 09,15.35,263.3,282.8
05/24 10,15.82,262.3,281.8
05/24 11,15.04,277.4,297.9
05/24 12,15.28,293.3,315.0
05/24 13,13.4,300.8,323.1
05/24 14,7.83,275.7,296.1
05/24 15,2.33,262.1,281.5
05/24 16,0.0,266.1,328.5
05/24 17,0.0,272.3,292.5
05/24 18,0.0,322.5,346.4
05/24 19,0.0,325.0,363.6
05/24 20,0.0,288.5,309.9
05/24 21,0.0,283.2,316.8
05/24 22,0.0,268.7,288.7
05/24 23,0.0,262.3,281.8
05/25 00,0.0,252.2,270.9
05/25 01,0.0,245.3,263.5
05/25 02,0.0,238.6,256.2
05/25 03,0.0,236.9,254.5
05/25 04,0.0,244.0,262.1
05/25 05,5.52,237.9,255.6
05/25 06,18.42,249.2,267.7
05/25 07,35.99,249.0,267.4
05/25 08,48.02,248.4,266.8
05/25 09,56.7,239.6,257.4
05/25 10,60.47,253.7,272.5
05/25 11,62.7,273.5,293.7
05/25 12,63.85,291.9,313.5
05/25 13,50.47,279.9,300.6
05/25 14,32.17,263.9,283.5
05/25 15,11.54,257.2,276.3
05/25 16,0.36,258.9,316.1
05/25 17,0.0,260.8,280.1
05/25 18,0.0,319.4,346.5
05/25 19,0.0,320.8,344.6
05/25 20,0.0,291.8,344.4
05/25 21,0.0,268.9,288.8
05/25 22,0.0,253.4,316.6
05/25 23,0.0,246.7,291.2
05/26 00,0.0,237.2,254.7
05/26 01,0.0,241.2,259.1
05/26 02,0.0,244.6,262.7
05/26 03,0.0,244.1,262.2
05/26 04,0.0,241.1,259.0
05/26 05,12.6,250.4,268.9
05/26 06,37.27,289.3,310.7
05/26 07,57.44,290.3,311.8
05/26 08,70.92,263.7,283.2
05/26 09,78.42,291.2,312.8
05/26 10,80.77,303.8,326.3
05/26 11,78.47,307.4,330.1
05/26 12,70.75,322.1,346.0
05/26 13,57.27,316.0,339.4
05/26 14,38.07,293.4,315.1
05/26 15,14.1,291.1,339.9
05/26 16,0.52,276.1,296.6
05/26 17,0.0,277.8,298.4
05/26 18,0.0,348.1,434.7
05/26 19,0.0,347.3,396.8
05/26 20,0.0,314.8,338.1
05/26 21,0.0,290.1,366.6
05/26 22,0.0,267.6,330.4
05/26 23,0.0,256.9,287.4
05/27 00,0.0,246.3,264.6
05/27 01,0.0,239.5,257.2
05/27 02,0.0,245.0,263.1
05/27 03,0.0,245.0,263.1
05/27 04,0.0,241.3,259.1
05/27 05,13.23,245.8,264.1
05/27 06,38.77,289.6,311.0
05/27 07,59.35,290.6,312.2
05/27 08,73.1,265.3,284.9
05/27 09,80.6,268.8,288.8
05/27 10,82.68,275.5,295.9
05/27 11,80.07,283.1,304.1
05/27 12,72.57,300.9,323.2
05/27 13,59.4,285.3,306.4
05/27 14,39.94,270.3,290.3
05/27 15,14.92,275.5,296.0
05/27 16,0.5,266.0,317.5
05/27 17,0.0,275.3,295.7
05/27 18,0.0,333.5,358.3
05/27 19,0.0,347.4,373.1
05/27 20,0.0,300.0,328.8
05/27 21,0.0,272.9,296.1
05/27 22,0.0,257.3,276.4
05/27 23,0.0,250.5,269.0
05/28 00,0.0,244.1,262.2
05/28 01,0.0,234.5,251.9
05/28 02,0.0,241.2,259.1
05/28 03,0.0,241.4,259.3
05/28 04,0.0,239.1,256.8
05/28 05,11.97,246.7,265.0
05/28 06,35.57,283.6,304.6
05/28 07,55.38,293.4,315.1
05/28 08,68.46,269.7,289.7
05/28 09,75.37,281.0,301.9
05/28 10,77.55,291.8,313.5
05/28 11,74.89,294.9,316.7
05/28 12,67.24,313.4,336.7
05/28 13,54.3,307.2,329.9
05/28 14,35.93,273.1,293.3
05/28 15,13.27,272.1,343.9
05/28 16,0.43,269.8,305.0
05/28 17,0.0,268.4,288.3
05/28 18,0.0,329.3,416.1
05/28 19,0.0,334.1,358.8
05/28 20,0.0,297.8,333.2
05/28 21,0.0,272.2,295.4
05/28 22,0.0,261.5,283.7
05/28 23,0.0,250.1,268.7
05/29 00,0.0,244.8,262.9
05/29 01,0.0,240.5,258.3
05/29 02,0.0,242.0,259.9
05/29 03,0.0,242.4,260.4
05/29 04,0.0,236.1,253.6
05/29 05,0.36,244.9,263.1
05/29 06,6.05,272.2,292.4
05/29 07,17.03,254.6,273.5
05/29 08,25.53,250.3,268.8
05/29 09,27.85,249.6,268.1
05/29 10,29.72,264.0,283.6
05/29 11,34.1,270.2,290.2
05/29 12,32.04,289.5,311.0
05/29 13,23.67,290.3,311.9
05/29 14,13.1,256.7,275.7
05/29 15,3.41,248.0,283.3
05/29 16,0.0,246.9,273.4
05/29 17,0.0,249.6,311.8
05/29 18,0.0,310.8,333.9
05/29 19,0.0,317.4,340.9
05/29 20,0.0,283.1,323.5
05/29 21,0.0,265.2,284.8
05/29 22,0.0,257.0,276.0
05/29 23,0.0,245.4,263.6
05/30 00,0.0,236.3,253.8
05/30 01,0.0,230.8,247.9
05/30 02,0.0,239.5,257.2
05/30 03,0.0,232.2,249.4
05/30 04,0.0,231.0,248.2
05/30 05,1.09,237.3,254.9
05/30 06,13.45,281.4,302.2
05/30 07,35.63,273.5,293.8
05/30 08,43.37,261.5,280.9
05/30 09,53.57,285.2,306.4
05/30 10,64.28,280.8,301.6
05/30 11,62.3,280.7,301.6
05/30 12,56.48,286.9,308.2
05/30 13,41.23,283.1,304.1
05/30 14,22.1,262.3,281.7
05/30 15,5.36,255.4,274.3
05/30 16,0.0,241.8,259.7
05/30 17,0.0,246.5,264.7
05/30 18,0.0,316.9,340.4
05/30 19,0.0,314.2,344.4
05/30 20,0.0,289.8,311.2
05/30 21,0.0,269.1,301.1
05/30 22,0.0,262.2,281.7
05/30 23,0.0,250.4,269.0
05/31 00,0.0,239.2,257.0
05/31 01,0.0,233.4,250.7
05/31 02,0.0,241.1,258.9
05/31 03,0.0,237.0,254.5
05/31 04,0.0,233.5,250.8
05/31 05,1.97,238.9,256.6
05/31 06,4.82,269.1,289.0
05/31 07,8.23,272.5,292.7
05/31 08,13.0,258.2,277.3
05/31 09,23.7,267.7,287.5
05/31 10,35.8,253.3,272.1
05/31 11,32.4,262.4,281.9
05/31 12,19.87,288.4,309.8
05/31 13,12.71,287.2,308.5
05/31 14,8.46,274.3,294.6
05/31 15,2.83,255.3,322.6
05/31 16,0.0,252.3,315.1
05/31 17,0.0,254.6,303.9
05/31 18,0.0,305.4,372.8
05/31 19,0.0,311.4,334.5
05/31 20,0.0,273.5,296.7
05/31 21,0.0,270.6,290.6
05/31 22,0.0,255.9,286.4
05/31 23,0.0,249.2,267.7
06/01 00,0.0,235.9,253.4
06/01 01,0.0,224.0,240.6
06/01 02,0.0,225.9,242.6
06/01 03,0.0,221.2,237.6
06/01 04,0.0,222.6,239.1
06/01 05,1.62,216.0,232.0
06/01 06,14.95,224.2,240.9
06/01 07,26.52,235.6,253.1
06/01 08,44.25,235.5,253.0
06/01 09,56.48,244.7,262.8
06/01 10,49.21,238.3,255.9
06/01 11,49.46,245.1,263.3
06/01 12,51.59,269.5,289.5
06/01 13,36.26,276.5,297.0
06/01 14,20.21,253.8,272.7
06/01 15,11.33,255.6,298.4
06/01 16,0.38,245.7,263.9
06/01 17,0.0,257.9,277.0
06/01 18,0.0,312.6,373.0
06/01 19,0.0,314.2,337.5
06/01 20,0.0,283.7,334.8
06/01 21,0.0,266.7,333.1
06/01 22,0.0,251.0,269.6
06/01 23,0.0,244.3,262.4
06/02 00,0.0,236.7,254.2
06/02 01,0.0,229.9,247.0
06/02 02,0.0,238.0,255.6
06/02 03,0.0,235.7,253.2
06/02 04,0.0,233.2,250.4
06/02 05,9.58,246.2,264.4
06/02 06,27.65,285.5,306.6
06/02 07,44.08,282.9,303.8
06/02 08,56.41,263.5,283.0
06/02 09,64.2,285.0,306.1
06/02 10,67.38,286.4,307.6
06/02 11,65.43,300.7,323.0
06/02 12,60.15,315.0,338.4
06/02 13,49.63,313.7,336.9
06/02 14,34.62,294.1,315.9
06/02 15,13.68,280.6,301.4
06/02 16,0.42,270.1,318.9
06/02 17,0.0,263.7,283.3
06/02 18,0.0,322.0,345.8
06/02 19,0.0,332.3,360.5
06/02 20,0.0,292.7,314.4
06/02 21,0.0,269.6,298.5
06/02 22,0.0,253.3,272.1
06/02 23,0.0,244.3,262.4
06/03 00,0.0,237.1,254.6
06/03 01,0.0,227.1,243.9
06/03 02,0.0,235.7,253.1
06/03 03,0.0,236.3,253.8
06/03 04,0.0,231.7,248.9
06/03 05,11.13,243.2,261.3
06/03 06,27.89,288.0,309.3
06/03 07,30.35,296.5,318.5
06/03 08,38.74,281.1,302.0
06/03 09,45.25,296.7,318.7
06/03 10,45.12,290.4,312.0
06/03 11,43.35,293.1,314.9
06/03 12,32.0,312.9,336.1
06/03 13,39.8,316.9,340.4
06/03 14,40.45,300.7,323.0
06/03 15,14.55,281.9,302.8
