
913630.7696252875
2077930.0207191627,3291959.364508533
2646052.9549806574,5152940.179257829,5200222.356680602
2856450.374726072,5418192.7411865145,5791580.23876205,5683124.374907936
2881233.000716688,5517473.8917975705,5973870.752623231,5773913.227945602,5656790.124432921
2820163.60077844,5562925.585077952,5724918.210293541,5879883.1415983215,5711024.0432160795,5672858.773123852
2714956.3759429287,5456578.698321692,5792749.450052493,5716666.477974379,5638146.563216409,5507716.724435314,5438728.660501472
2568412.5802749433,5494855.457731055,5583937.915557866,5532643.48427847,5514547.465349964,5442125.897102689,5295829.05918345,5198577.5494661685
2395361.5425865585,5223180.450326074,5489438.659202524,5232399.425813501,5380679.34239678,5399536.187323214,5222141.084617805,5056256.191612038,5035308.862251855
2202710.6667322665,4983522.126480712,5468649.054762349,5014715.118683996,5200015.837207471,5046551.868319444,5145680.696975675,5044806.891165077,4999809.985447871,4847093.1970205745
1993807.0608037198,4727978.261354025,5162402.077567057,4657035.045308984,4942002.099860657,4790150.069627409,4792843.907822895,4708035.292893664,4646601.895218501,4599401.461289657,4547805.317213798
1774691.220240523,4520471.447044852,5112608.57823193,4448663.991944958,4755377.467298742,4511225.619632967,4601691.469928949,4608590.9976114975,4525724.218937888,4414601.23276247,4317135.258868805,4196911.809824046
1542775.7037551124,4258924.050910364,4975565.03973956,4194394.7542142505,4667188.683705942,4358450.635778707,4438263.91592593,4433569.025578105,4218915.802723214,4178366.0853223116,4121364.9745481354,4024349.3034047554,3910035.7190891854
1303188.7044087537,4036435.8818890164,4731494.493527494,3878714.512248542,4347811.633611779,3974527.6739780973,4211464.070482773,4129124.816794461,3990501.7358834655,3949452.4714116366,3866559.543262402,3706415.3109647185,3562749.2622665563,3461043.931132891
1058764.6637356747,3757200.3266742053,4382077.324176933,3713845.0090729455,4150111.293831718,3721625.171712293,3892310.137156667,3842989.8383133686,3806839.261337247,3702441.3082782472,3663569.898872675,3631707.994947908,3500665.9817013144,3368427.1846709345,3277676.147809466
810934.7151495935,3582226.141991514,4140502.618334536,3483925.5389920063,3890840.891863684,3425936.4527443266,3705930.6263685883,3588756.4529083115,3563037.078337722,3569026.8547732574,3440130.7026205733,3320439.4611228905,3233975.868694959,3029618.621880364,2873640.0323556843,2782730.323653588
559388.7656765757,3352187.8302873513,3919391.2158348197,3244142.948858059,3717208.7589697978,3243430.6708211675,3548696.9790897225,3476881.3689556164,3352921.1057687677,3275739.8879318684,3159270.640406694,3062652.7842848855,2991961.2347925254,2911894.0762909353,2739763.6388427843,2718600.609491124,2574307.866078749
305470.5602590437,3194400.491419929,3642214.0801226245,3026250.171221044,3352191.737158598,3018306.263096522,3200251.3296190426,3041298.3068677,2926628.899274804,3013525.366988573,2839654.6924337274,2795799.051073268,2648132.1240065023,2559813.0960569805,2508785.373165366,2326670.98987882,2182595.7467884044,2065489.5141285013
50218.2013600599,3047460.415399718,3336881.447146206,2691184.569729451,3006252.4814862795,2698035.696745479,2896326.986483382,2764379.3926864304,2599124.282664396,2756833.908905294,2571571.1541668735,2586222.812574682,2417947.9108007425,2264133.779073775,2195888.4972649678,2112357.3208949245,1902358.1842608058,1764576.7673481177,1662507.8720949646
-207022.88001872133,2743856.2108651698,3041917.825391759,2450856.1606706353,2735692.1962633063,2366297.523683923,2664886.5655223546,2529473.1085012425,2465295.368388271,2566627.9133299785,2469035.9162807874,2353000.393971836,2288716.901595536,2100694.2672816887,1897124.3498998699,1794142.6805793494,1705762.8109169863,1573744.9943147982,1476152.0158613718,1373954.860842734
-466400.2128994465,2521891.6189262816,2559328.2219954752,2206822.37934554,2455129.280353533,2292635.8424889487,2486170.430160826,2222430.5291411285,2175930.6405844865,2249945.9919341356,2111585.669531762,2092812.7923096018,2041452.7050460924,1919603.2133718992,1718106.6398618706,1613704.519694652,1514591.9056497552,1389638.1544870082,1119163.4496100897,999625.5861769647,858698.0721981726
-727729.5352172293,2248098.3759376085,2327179.777322998,1907446.7101235543,2196141.9177908283,2003182.4621805921,2167411.785360421,1898697.7601670213,1796082.3843968292,1844280.631277887,1749509.6561319898,1752183.4120165235,1638086.1538449905,1494400.5838767253,1395493.420961382,1257452.5838069418,1102091.4703485498,1034643.2261991629,866986.9284319045,731799.6989264364,555106.6285312639,405983.83647266694
-989120.5522447568,2013175.0412138258,2103769.9180327808,1648585.6709027085,1801699.2136395648,1571606.066004024,1862412.1756756231,1648582.8658549022,1599676.4901731121,1649588.0133670173,1406415.8283160208,1471612.2344714142,1447583.1411059871,1249155.8730804995,1168973.0890564793,1015797.4175672495,879588.2584927988,673059.7618406109,572446.6068248105,503586.56839859707,287469.6558973461,108974.71230856096,-33577.07392089011
-1252608.1106071873,1761988.691919949,1785031.3569053896,1428041.1405404145,1569687.832198713,1330822.7919070376,1473237.148221009,1360254.9301019614,1331224.1281809374,1367980.5574394623,1278526.988719557,1253362.9555594777,1243329.2761596092,1040517.2116099657,958998.474938394,841891.6894009952,706723.4469657333,496263.21975833597,365236.9269543116,260000.8052921003,97206.29370450956,-2562094.0644818544,-2830713.303106893,-3108349.6343889087
-1517338.3113153186,1468240.9546071338,1594158.6787784304,1138346.7801069422,1291422.4893383752,1188340.069153686,1177137.870256458,1020844.1593202809,1151978.3856319124,1065631.495096304,994613.75877111,971296.8061853499,996537.4611270986,780934.1940235989,651495.7347730361,602521.3777827393,439590.8197818501,261033.5675387449,59120.17008615914,-77350.88193176372,-199694.3015925592,-407646.51859265845,-3175245.7378429174,-3454737.703942678,-3772955.3995475173
-1783688.3943320112,1273254.6396100968,1240470.0741340662,861380.8399595832,1052598.7927278457,940118.714408949,966032.1648850897,890780.0981191178,826670.8853303989,705505.0083702521,708674.6542346857,546025.3029671398,554689.5728951506,402415.203468133,351239.900552604,253165.76366245776,111531.37441538554,-101699.30855773407,-182462.00649075455,-327983.06761882314,-577215.5635142055,-705631.7335487343,-3333141.6861802186,-3573004.4190507038,-6752943.046256891,-7153137.967300825
-2051392.708265353,888606.8074504263,915471.6309513338,664016.2295431737,716782.9411469331,574161.440526347,657264.9323623931,575276.5170246083,572721.9256534567,336392.0458848679,356481.51456334826,218007.98677749466,172195.981087867,118298.93073722348,54403.38792556105,-8386.566619290272,-212528.88188923756,-355839.1308129977,-492954.57755263057,-609498.6263774179,-841401.151163876,-977910.3025212982,-3389174.7590491152,-9164062.404545322,-6794667.481790007,-13174015.767828003,-13802224.779913127
-2320306.756089437,673827.9714163905,646359.4175416697,411822.12537112646,475693.07456715964,260713.04754800163,285039.6694662003,251322.6567331748,225418.9762375668,156133.3378806411,120930.32911622152,73610.4334135956,-5087.365639377618,-75890.08085104241,-147474.66329699033,-225523.7482013398,-434907.34683413117,-596977.0485088415,-705147.0663069744,-914328.5524314437,-3249392.3336816765,-3513736.933653578,-3998833.905147817,-4255076.350798402,-7043892.933528051,-7431729.740517184,-8230666.484769359,-14706786.30296528
-2590518.9227122217,348077.38855237374,357386.35465851985,55011.19415218476,105789.49317212903,-5085.0087174307555,-22913.970793948858,76007.28156205732,-10503.002859926783,-47630.349824856734,-191007.05800345144,-171584.4327678813,-271489.6596475045,-368719.83471795043,-469736.5999603836,-499889.08332284243,-705011.524927374,-865854.2089003695,-975864.9377571545,-1103127.48972103,-1255843.723595655,-3818308.6642074212,-6813492.892054878,-7199069.227439173,-7553070.102594271,-7935086.182341464,-14406077.910117473,-15046845.608276576,-18920360.978894383
-2861434.1223768797,87693.10489960248,67275.77662575059,-250042.23578781355,-214697.97785893548,-252660.52410667762,-295882.2920365818,-165805.9995440743,-348198.35445811506,-349419.0085255931,-424057.60737608036,-502023.768576849,-536240.3161125914,-651661.281981431,-812802.4427098408,-891273.9170292306,-961011.149619464,-1088472.3551053202,-1250809.4054296985,-1458860.3949935746,-1582948.6784027428,-1743137.697495996,-4319813.710714597,-7457493.0527551845,-7861524.28756856,-8242040.826796927,-8610655.91242358,-15203391.999184038,-15959881.98641048,-20090632.078945037
-3133411.997223351,-125265.42810988612,-308830.60981604736,-463576.7061683489,-443834.113622147,-565370.8421281843,-538945.8345654048,-394008.1393974833,-603457.9865620175,-694751.675689402,-777921.2872437527,-835142.3227413555,-854677.7650346146,-1050154.2760002152,-1184831.8688398947,-1188286.2014284455,-1267653.191276426,-1356020.4364473373,-1566207.5799192302,-1719444.8856640244,-1856227.9441219685,-2000406.5458076634,-4589672.550691199,-4981777.415922247,-7897512.238687575,-11533985.177876092,-12011869.823160544,-12505597.132990435,-13026052.725848593,-16878718.70108619,-24891629.73590396
