1300,6401553.965705389
1310,6439683.338442425
1320,6426746.56147716
1330,6442388.467227744
1340,6441728.972980766
1350,6335995.375272816
1360,6324059.045313651
1370,6293743.490051353
1380,6368920.540915223
1390,6450927.492827636
1400,6472549.058235628
1410,6456290.966043322
1420,6502279.601861258
1430,6470316.4122536415
1440,6412818.489376736
1450,6421064.396325884
1460,6375173.39670101
1470,6345668.269649668
1480,6366883.581782765
1490,6391915.405846106
1500,6304585.086301546
