504834.94542812416,-564314.01799927,76318.97839914053,2060528.3466522256,3347020.7701866883,4208674.182078717,4851861.926276989,5263216.79877813,5513192.90579336,5824347.090988814,5973805.014859818,6041984.835884676,6104534.084638749,6155551.1544487085,6150656.793979934,6282767.722325324,6155516.92930008,6234657.309861311,5999032.263172865,5999100.725663609,5917670.567287199,5863638.249924497,5728699.208277599,5616275.486671851,5525405.932692669,5455958.1926282365,5357156.6829345,5251003.636308001,5390410.2614880055,5000179.875453177,4927060.364832281,4823126.8871239405,4687146.646317744,4524701.995631259,4702993.899580816,4300111.442000854,4125968.2810406,4281540.693696939,4169967.669901365,3789538.431932128,3633788.5091150776,3499373.8224387504,3640294.571745721,3512843.146781417,3143326.294766018,3014949.938966083,2853158.7691755123,2713234.146739306,2823820.2628330477,2455195.9485598607,2337409.1519206995,2432499.675421263,2299961.037498796,2136527.8796547046,1776962.3908616863,1883456.8735303655,1753644.3330465928,1632570.9604777652,1466869.304803586,1082052.5025195072,1199035.2340843992,1065595.6458189145,945394.1052242788



