925384.9454281242,-247553.44057203736,490845.62385713425,2460412.2131460207,3818053.3788507697,4647519.162812542,5323603.909491181,5622452.796220892,6090319.402761297,6218728.480574941,6164192.598118129,6271537.045918518,6401553.965705389,6472549.058235628,6304585.086301546,6312282.4996829415,6235097.611798024,6290606.724691017,6187342.615384013,6123984.744598517,6043889.743468908,5874428.671887152,5872290.238241572,5712718.9469812615,5641532.852105999,5515135.724126779,5419494.350655332,5282013.270988545,5215138.076234449,5081248.441880141,4962209.15488772,4844213.222032155,4745756.177236784,4646095.63979066,4510188.748608193,4376088.270590377,4262250.960322882,4150846.0382546405,3978079.1248926413,3842145.3026611838,3718481.6170666553,3546334.6144908573,3430859.50885147,3285977.6722170915,3131335.2431267113,3273995.2561029135,3127586.6815655716,2758055.2538482994,2607533.4237285517,2462457.936905301,2326236.909645018,2212214.818463679,2067563.242805903,1900406.9938639319,1760189.936183575,1864144.8438549829,1476115.0287672738,1608562.257250201,1471610.5712856003,1360988.781515258,1225746.5742469882,829216.1262692376,926412.966597476



