1500,6150656.793979934
1510,6167455.570789146
1520,6198747.650348659
1530,6264882.888181837
1540,6284129.503082666
1550,6276387.929414741
1560,6282068.847698289
1570,6298513.538911846
1580,6346447.79786471
1590,6300748.167245111
1600,6282767.722325324
1610,6331306.565500659
1620,6310793.54850412
1630,6239930.133821904
1640,6185291.103519698
1650,6144205.575241129
1660,6137536.347703693
1670,6100871.066029121
1680,6122395.549834033
1690,6122513.840520257
1700,6155516.92930008
