1410,6456290.966043322
1410.4,6454832.785187214
1410.8000000000002,6456277.767099289
1411.2000000000003,6463258.326478264
1411.6000000000004,6474624.3369978685
1412.0000000000005,6479536.801530538
1412.4000000000005,6486006.878677798
1412.8000000000006,6487046.289832127
1413.2000000000007,6493219.672646739
1413.6000000000008,6493557.448791062
1414.000000000001,6480526.458245615
1414.400000000001,6465285.621188486
1414.800000000001,6453267.397854495
1415.2000000000012,6463305.811420041
1415.6000000000013,6471039.298085738
1416.0000000000014,6480088.448914717
1416.4000000000015,6486038.90450562
1416.8000000000015,6494926.465692644
1417.2000000000016,6501062.11154176
1417.6000000000017,6497110.198564531
1418.0000000000018,6499916.897494576
1418.400000000002,6490557.8410931695
1418.800000000002,6489283.608982601
1419.200000000002,6482417.0669448245
1419.6000000000022,6499330.952207963
1420.0000000000023,6502279.601861306
1420.4000000000024,6507422.726520484
1420.8000000000025,6498367.965385549
1421.2000000000025,6488852.578199152
1421.6000000000026,6478207.546003909
1422.0000000000027,6478511.100585477
1422.4000000000028,6453913.457377802
1422.800000000003,6440729.140849008
1423.200000000003,6434713.255546831
1423.600000000003,6434309.321188649
1424.0000000000032,6429846.101117489
1424.4000000000033,6418932.739761703
1424.8000000000034,6423771.936186217
1425.2000000000035,6422491.227602511
1425.6000000000035,6425673.450437356
1426.0000000000036,6440411.834582023
1426.4000000000037,6445340.491767303
1426.8000000000038,6442254.795199838
1427.200000000004,6444761.849509893
1427.600000000004,6456992.417832953
1428.000000000004,6453676.208871638
1428.4000000000042,6453154.874173497
1428.8000000000043,6456177.335880312
1429.2000000000044,6458496.910691826
1429.6000000000045,6462095.008333604
